Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSDARG00000101756		A0A0R4IWK7
ENSDARG00000017741		F1QJB8
ENSDARG00000045929		A0A0R4IGR0
ENSDARG00000035665		E7F2B2
ENSDARG00000101756		A0A0R4IQJ7
ENSDARG00000061274		B0S5M5
ENSDARG00000035665		A0A0R4I9V3
ENSDARG00000056281	A3KPR5	
ENSDARG00000052482		A0A140LG62
ENSDARG00000101756		A0A0R4IAS4
ENSDARG00000017741		F1QGX3
ENSDARG00000052482		A0A140LFR2
ENSDARG00000098696		A0A0R4IQ31
ENSDARG00000019300	Q8JGR7	
ENSDARG00000019195		A5WVP0
ENSDARG00000061274		A0A0R4IE53
ENSDARG00000056281	A3KPR5	
ENSDARG00000045929		A0A0R4IT45
ENSDARG00000042667		Q1LXI7
ENSDARG00000086670		E7EZF8
ENSDARG00000040198		A0A0R4IGW2
ENSDARG00000015946		B8A445
ENSDARG00000038967		F6NVK8
ENSDARG00000017741		F1QX72
ENSDARG00000015946		F1Q9M4
ENSDARG00000017741		F1QFP9
ENSDARG00000026137		F1R7K0
ENSDARG00000045850	Q5RHZ2	
ENSDARG00000040198		F6PC54
ENSDARG00000054575		A0A0R4IYB6
ENSDARG00000022670		Q1LW03
ENSDARG00000026137		F1R7K0
ENSDARG00000002732		F1QA83
ENSDARG00000016143		F1QMW2
ENSDARG00000036560		F1QSZ7
ENSDARG00000054575		F1QLS2
ENSDARG00000060089		B8A5E7
ENSDARG00000022670		Q1LW02
ENSDARG00000002732		F1QA83
ENSDARG00000036560		F1QE71
ENSDARG00000103324		F1Q7D8
ENSDARG00000091514		
ENSDARG00000045850	Q5RHZ2	
ENSDARG00000103324		A0A0N4SU16
ENSDARG00000002732		F6NH70
ENSDARG00000091514		E7EYJ9
ENSDARG00000060089		F1Q603
ENSDARG00000093345		E9QEI0
ENSDARG00000045850	Q5RHZ2	
ENSDARG00000103324		E7EZF7
ENSDARG00000091269		E9QIX3
ENSDARG00000015731		E7F4N6
ENSDARG00000016143		A0A0R4IJN8
ENSDARG00000099118		A0A0R4IR99
ENSDARG00000091990		F1QIV3
ENSDARG00000099118		A0A0R4ICR5
ENSDARG00000091990		A0A0R4IRZ6
ENSDARG00000016143		X1WBS6
ENSDARG00000098696		A0A0R4IFL0
ENSDARG00000016143		A0A0R4IN25
ENSDARG00000101728		A0A0R4IK73
ENSDARG00000058759		F1RA86
ENSDARG00000092945		Q1L949
ENSDARG00000086166		R4GE41
ENSDARG00000092945		A0A0R4IUT5
ENSDARG00000002635		E7FF25
ENSDARG00000012222	Q6P6X9	
ENSDARG00000086166		F1R0P7
ENSDARG00000061903		A3KQL4
ENSDARG00000006420		E7F6C7
ENSDARG00000058005		Q6P2V4
ENSDARG00000105639		
ENSDARG00000002635		A0A0R4IPX3
ENSDARG00000044336		E7F3V7
ENSDARG00000031731		E9QEB8
ENSDARG00000044336		X1WCI8
ENSDARG00000007990		Q1L884
ENSDARG00000094791		F1R6E4
ENSDARG00000052482		B0S635
ENSDARG00000031731		A0A0R4I9U5
ENSDARG00000012222		B0R0Z3
ENSDARG00000040190		A7YT77
ENSDARG00000007990		A0A0R4ILJ0
ENSDARG00000013168		F1R986
ENSDARG00000043746		X1WBL4
ENSDARG00000058005		F1QRA0
ENSDARG00000012222		B0R0Z4
ENSDARG00000105631		
ENSDARG00000052482		F1QUN4
ENSDARG00000092266		E9QDS0
ENSDARG00000012222		B0R0Z6
ENSDARG00000052482		A0A0R4IRT3
ENSDARG00000019300	Q8JGR7	B3DKN3
ENSDARG00000054978		Q1LXY3
ENSDARG00000039335		F1Q8R8
ENSDARG00000040214		F1R2G9
ENSDARG00000054978		Q1LXY4
ENSDARG00000052142		X1WG85
ENSDARG00000039335		F1Q8R8
ENSDARG00000054978		Q1LXY5
ENSDARG00000060338		F1QGD7
ENSDARG00000052142		X1WC66
ENSDARG00000052142		F1QZF0
ENSDARG00000003381		F1QR91
ENSDARG00000043746		F1R040
ENSDARG00000027822		E7F8D2
ENSDARG00000052680		E9QE15
ENSDARG00000105799		E9QEC1
ENSDARG00000061061		A2BFS6
ENSDARG00000054026		E7F422
ENSDARG00000105772		Q2PRH6
ENSDARG00000077550		G1K2V0
ENSDARG00000027822		F1R361
ENSDARG00000077550		X1WEW3
ENSDARG00000071062		F6NLH0
ENSDARG00000054026		A0A0R4IWJ5
ENSDARG00000031968		G1K2K5
ENSDARG00000052680		A0A0R4IY14
ENSDARG00000053817		E9QG81
ENSDARG00000067996		A0JMN4
ENSDARG00000091445		X1WH53
ENSDARG00000052680		F1R698
ENSDARG00000067996		A0A0R4IB02
ENSDARG00000052680		A0A0R4IQ24
ENSDARG00000053817		E7FAK7
ENSDARG00000093750		A0A0R4IM36
ENSDARG00000043746		F1QYQ7
ENSDARG00000044532		F1QK43
ENSDARG00000086897		E7EZS1
ENSDARG00000043746		F1QRW3
ENSDARG00000093750		F1RAS7
ENSDARG00000028173		B0S7B8
ENSDARG00000071062		F1Q9Z6
ENSDARG00000086897		E7EZS1
ENSDARG00000054978		Q1LXY2
ENSDARG00000009689		Q5RHJ3
ENSDARG00000010415		F1QHM6
ENSDARG00000088036		F1QE10
ENSDARG00000041292		X1WFZ1
ENSDARG00000100452		A0A0R4ICW5
ENSDARG00000028173		B0S7B7
ENSDARG00000088036		
ENSDARG00000041292		F1R519
ENSDARG00000013014		F1RAB8
ENSDARG00000054978		Q1LXY1
ENSDARG00000044532		I6LBI6
ENSDARG00000087704		E7F4G1
ENSDARG00000010415		X1WCG8
ENSDARG00000013014		F1Q7C9
ENSDARG00000054978		F1Q8U4
ENSDARG00000022531		F1QUK5
ENSDARG00000091906		E9QGL3
ENSDARG00000035648		Q6NZU4
ENSDARG00000009689		B3DJI0
ENSDARG00000022531		F1QUK5
ENSDARG00000078366		Q1LY64
ENSDARG00000009689		Q5RHJ3
ENSDARG00000058603		Q7T140
ENSDARG00000100452		A0A0R4IEI5
ENSDARG00000105748		E9QH56
ENSDARG00000056491		E9QD46
ENSDARG00000098344	Q6DHC1	
ENSDARG00000060398		E7EXE6
ENSDARG00000088625		E7FG60
ENSDARG00000058603		F1R2C3
ENSDARG00000058302		Q7T2A8
ENSDARG00000006383	Q5SQE2	
ENSDARG00000058460		E9QHM0
ENSDARG00000078149		F6PCG7
ENSDARG00000062307		F1R867
ENSDARG00000006383		B0S761
ENSDARG00000078149		E7FH62
ENSDARG00000068291	Q6NYP0	
ENSDARG00000024818	A4IGC3	
ENSDARG00000058460		E7EZH3
ENSDARG00000077004		I3ITN9
ENSDARG00000035122	A5WUN7	
ENSDARG00000027828		E7EYT4
ENSDARG00000014085		F1RDT4
ENSDARG00000099108		R4GEX1
ENSDARG00000035122		G1K2R4
ENSDARG00000027828		E7F101
ENSDARG00000001241	Q6IQE0	
ENSDARG00000062307		F1QJ08
ENSDARG00000055893		Q561Y2
ENSDARG00000011027	Q90Z00	
ENSDARG00000061066		A2BFN9
ENSDARG00000001241		
ENSDARG00000061066		A2BFN9
ENSDARG00000055893		Q561Y2
ENSDARG00000062307		A0A0R4IBI9
ENSDARG00000056491	Q6DBW0	
ENSDARG00000063682		F6P4R0
ENSDARG00000027828		F1R366
ENSDARG00000011027	Q90Z00	
ENSDARG00000063682		E7F2A3
ENSDARG00000067794		
ENSDARG00000061066		Q08BC9
ENSDARG00000056491		E9QBJ4
ENSDARG00000067794		F1QJZ0
ENSDARG00000027828		A0A0R4ITW9
ENSDARG00000054451		F1QXN1
ENSDARG00000056491		E9QGW3
ENSDARG00000056491	Q6DBW0	
ENSDARG00000015566		F1R1K5
ENSDARG00000068683		B0UXH0
ENSDARG00000060951		F8W5R6
ENSDARG00000001241		
ENSDARG00000054451		F1QD91
ENSDARG00000056554		A0A0A0MPJ2
ENSDARG00000071475		Q1LW04
ENSDARG00000102296		
ENSDARG00000078133		E7F0J6
ENSDARG00000102296		A0A0R4ISL5
ENSDARG00000001241	Q6IQE0	
ENSDARG00000015566		Q588C4
ENSDARG00000104660		A0A0R4IX64
ENSDARG00000093799		B0R147
ENSDARG00000001241		
ENSDARG00000056554		F1QIU1
ENSDARG00000090503		A0A0A0MPT5
ENSDARG00000093799		B0R147
ENSDARG00000060951		E7FH64
ENSDARG00000043548		E7F0L9
ENSDARG00000091748		E9QI94
ENSDARG00000004177		E7F8M9
ENSDARG00000071475		M1ZMM0
ENSDARG00000105657		
ENSDARG00000027595	Q6PHY8	
ENSDARG00000012397		F1Q5R9
ENSDARG00000001241		A0A0R4IZB1
ENSDARG00000056554		F1QG11
ENSDARG00000043548		E7F0L9
ENSDARG00000001431		Q8AX99
ENSDARG00000104660		A0A0R4ICB3
ENSDARG00000001241	Q6IQE0	
ENSDARG00000091748		A0A0R4IX58
ENSDARG00000027595		E7FB09
ENSDARG00000002591		Q6IQT8
ENSDARG00000012397		E9QIR1
ENSDARG00000027595		A0A0R4IBP5
ENSDARG00000103651		A0A0R4IIP4
ENSDARG00000091748		F1QFA7
ENSDARG00000012397		E9QGZ3
ENSDARG00000054222		F1QN14
ENSDARG00000012397		E9QGF5
ENSDARG00000068940		A2ARG7
ENSDARG00000011027		F1QWQ8
ENSDARG00000095593		E9QIS1
ENSDARG00000103651		A0A0R4ITZ4
ENSDARG00000031307		A7KQF2
ENSDARG00000089930		E7F5G1
ENSDARG00000103651		Q6NYW1
ENSDARG00000069482		B0UXK1
ENSDARG00000069013		F1QSP8
ENSDARG00000023656		Q1LW00
ENSDARG00000012397		E7FA98
ENSDARG00000089930		A0A0R4IP00
ENSDARG00000069482		F1QDI5
ENSDARG00000012397		A0A0R4IPU8
ENSDARG00000042387		Q1L9G1
ENSDARG00000053131		B0UYS2
ENSDARG00000008829		Q5RIJ7
ENSDARG00000031307		B2BM15
ENSDARG00000069482		B0UXK3
ENSDARG00000012397		A0A0R4IT21
ENSDARG00000060862		E7F6Z5
ENSDARG00000054829		F1Q9F3
ENSDARG00000023656		E7EXQ9
ENSDARG00000023656		F1QCK9
ENSDARG00000008829		Q5RIJ8
ENSDARG00000054829		F8W4V1
ENSDARG00000042522		Q5TYV1
ENSDARG00000042522		Q5TYV2
ENSDARG00000075285		E7F5A7
ENSDARG00000012397		A0A0R4IAB9
ENSDARG00000054829		A0A0R4IWW5
ENSDARG00000045014		Q6P972
ENSDARG00000012397		A0A0R4IA41
ENSDARG00000088432		E7FCS0
ENSDARG00000042522		U3JAN9
ENSDARG00000063088		Q1L955
ENSDARG00000062904		A2ARH2
ENSDARG00000011027	Q90Z00	
ENSDARG00000062904		A2ARH2
ENSDARG00000042522		U3JB40
ENSDARG00000042992		Q5XTP0
ENSDARG00000059832		B8JI55
ENSDARG00000042992		E9QE97
ENSDARG00000010862		A9C3Q7
ENSDARG00000011027		A0A0H2UKE7
ENSDARG00000062442		R4GDU8
ENSDARG00000088584		E7F8K1
ENSDARG00000059832		B8JI56
ENSDARG00000051902	A2AV36	
ENSDARG00000069755		E7F7E6
ENSDARG00000033259		E7F350
ENSDARG00000069755		E7F7E6
ENSDARG00000103659		A0A0R4IFG6
ENSDARG00000059832		B8A4U6
ENSDARG00000099915		E7FEY4
ENSDARG00000062442		R4GED9
ENSDARG00000092525		E9QC45
ENSDARG00000020573		B0S6P6
ENSDARG00000010862		A9C3Q7
ENSDARG00000099915		E7FEY4
ENSDARG00000011027		A0A0R4IEQ9
ENSDARG00000020573		B0S6P7
ENSDARG00000091715		R4GE72
ENSDARG00000010862		A0A0R4IJE3
ENSDARG00000094750		F1R382
ENSDARG00000105632		
ENSDARG00000042823		F1R9Q0
ENSDARG00000020573		A0A0H2UJY3
ENSDARG00000094750		E9QE43
ENSDARG00000089345		E7F5W1
ENSDARG00000088975		F1QV18
ENSDARG00000057610		B0UXZ0
ENSDARG00000059832		F1R7D0
ENSDARG00000062442		F1R891
ENSDARG00000059832		F1Q8H0
ENSDARG00000030349		Q6IQU2
ENSDARG00000059832		F1QNF6
ENSDARG00000036061		F1QTC6
ENSDARG00000043640		Q6DHP4
ENSDARG00000042823		F1Q5S9
ENSDARG00000099972		A0A0R4IVZ0
ENSDARG00000087784		E7F822
ENSDARG00000030349		F8W363
ENSDARG00000044565	Q7ZU42	
ENSDARG00000059832		A0A0R4ITY5
ENSDARG00000076044		B0R0S7
ENSDARG00000088975		E7F3G9
ENSDARG00000060350		E7F2R8
ENSDARG00000030349		F8W3H5
ENSDARG00000044565		E9QI77
ENSDARG00000076044		F1QVP2
ENSDARG00000091539		X1WCM2
ENSDARG00000100992		F1QKV4
ENSDARG00000030349		F8W389
ENSDARG00000044565		A0A0R4ICN9
ENSDARG00000059256	Q90472	B0S5Z0
ENSDARG00000045863		Q5RGR4
ENSDARG00000070597		F1QY29
ENSDARG00000013240		F1R9Z0
ENSDARG00000035718		F1QVK6
ENSDARG00000099972		A0A0R4IDM8
ENSDARG00000088975		A0A0R4IU71
ENSDARG00000034685		X1WG53
ENSDARG00000102251		A0A0R4IH54
ENSDARG00000070597		F1QY29
ENSDARG00000100992		A0A0H2UJN6
ENSDARG00000025824		H2L2P5
ENSDARG00000099972		A0A0R4IEI9
ENSDARG00000027803		F8W4Y5
ENSDARG00000055232		B0V1A8
ENSDARG00000093053		E9QEG5
ENSDARG00000025824		H0WF14
ENSDARG00000013240		F1R9Z0
ENSDARG00000014986		O73736
ENSDARG00000034885		Q6IQT6
ENSDARG00000013575	Q5EAP5	
ENSDARG00000088549		E7FFE4
ENSDARG00000027803		F8W5Q9
ENSDARG00000014986		E9QIU0
ENSDARG00000055530		Q7ZZ27
ENSDARG00000013240		F1R9Z0
ENSDARG00000013575		E9QEW4
ENSDARG00000025824	Q6DG03	B2GT69
ENSDARG00000055232		B0V1A9
ENSDARG00000100949		F1QJ30
ENSDARG00000013575		E9QCU4
ENSDARG00000100910		A0A0R4IQH5
ENSDARG00000060350		E7F2R8
ENSDARG00000105232		E7F529
ENSDARG00000014986		O73736
ENSDARG00000036670	A0T2N3	
ENSDARG00000021735		A2BHF4
ENSDARG00000043396		Q5RGM1
ENSDARG00000013575		E9QJ42
ENSDARG00000025824	Q6DG03	B2GT69
ENSDARG00000104927		E9QHJ4
ENSDARG00000043396		F1Q5A0
ENSDARG00000021735		A2BHF3
ENSDARG00000104927		A0A0G2KS15
ENSDARG00000036764		Q6DHN8
ENSDARG00000017799		F8W5T1
ENSDARG00000021255		F1QWL8
ENSDARG00000060350		E7F2R8
ENSDARG00000034685	Q498W5	
ENSDARG00000021255		E7FCP3
ENSDARG00000094542		E9QDC5
ENSDARG00000036764		A0A0R4IY93
ENSDARG00000019294		A8KB43
ENSDARG00000057635		A7MD87
ENSDARG00000060350		E7F2R8
ENSDARG00000104840		
ENSDARG00000021735		A0A0R4IRY9
ENSDARG00000057635		E9QDC0
ENSDARG00000055357	Q6NYV9	
ENSDARG00000104840		A0A0R4IFW6
ENSDARG00000058871		E9QCD7
ENSDARG00000090086		Q6DGU2
ENSDARG00000021735		A0A0R4IEZ9
ENSDARG00000017174	Q98876	A4IG28
ENSDARG00000068650		F1RBB7
ENSDARG00000021735		A0A0R4IFT1
ENSDARG00000090086		A0A0R4IU96
ENSDARG00000068650		F1RBB7
ENSDARG00000070081		F1R6D4
ENSDARG00000058871		A0A0N4STS7
ENSDARG00000034291		Q6IQJ7
ENSDARG00000058538		F1QE54
ENSDARG00000090086		A0A0R4IYC4
ENSDARG00000089429		E9QG92
ENSDARG00000021735		A0A0R4IYM2
ENSDARG00000089429		E7F8K7
ENSDARG00000034291		Q6IQJ7
ENSDARG00000058871		F1QVS9
ENSDARG00000104425		E7FEY3
ENSDARG00000089237		X1WHZ4
ENSDARG00000060345		F1R0I2
ENSDARG00000104425		A0A0G2KXQ9
ENSDARG00000026224		F1R3B9
ENSDARG00000089237		E7FB69
ENSDARG00000030508		E9QFY7
ENSDARG00000071414	Q6DGA7	
ENSDARG00000078068		F1QIU0
ENSDARG00000071235		E7EXM3
ENSDARG00000030508		A0A0G2KTT4
ENSDARG00000075217		R4GEV4
ENSDARG00000071414		A0A0R4IFC5
ENSDARG00000036687		F1R405
ENSDARG00000071235		F8W3V0
ENSDARG00000035987	Q1LXS2	
ENSDARG00000059432		B8JMA4
ENSDARG00000059432		F1QHB1
ENSDARG00000043142		F1R141
ENSDARG00000036687		F1R405
ENSDARG00000062390		F1R2T1
ENSDARG00000011240		F1QMN4
ENSDARG00000074812		E7EZI8
ENSDARG00000030547		Q6TEM4
ENSDARG00000062390		E9QFE5
ENSDARG00000074812		E7EZI8
ENSDARG00000011240		F8W2W9
ENSDARG00000058873		E7FBM8
ENSDARG00000094377		E9QIL6
ENSDARG00000014582		B0V0Y6
ENSDARG00000092136		A0A0R4IXK5
ENSDARG00000077880		E7FAM3
ENSDARG00000041295		Q5BKW4
ENSDARG00000044622		F1Q4P4
ENSDARG00000058873		A0A0R4I9D2
ENSDARG00000077606		E7F4Z7
ENSDARG00000011240		A0A0R4IQ87
ENSDARG00000040555		Q4VBU0
ENSDARG00000030547		F6P903
ENSDARG00000043275		F1R3V2
ENSDARG00000062390		E9QCJ9
ENSDARG00000044622		A0A0R4IPZ0
ENSDARG00000092136		A0A0R4ISL4
ENSDARG00000097181		A1IVN1
ENSDARG00000041295		Q5BKW4
ENSDARG00000037588		Q4V9J8
ENSDARG00000095588		F1QW72
ENSDARG00000043275		X1WB89
ENSDARG00000004187		F1R1Q6
ENSDARG00000095588		A0A0H2UJN6
ENSDARG00000019231		F1R445
ENSDARG00000016623		A3KQ53
ENSDARG00000045928		Q7ZV77
ENSDARG00000053362		F1Q775
ENSDARG00000014973		F1QQK8
ENSDARG00000026224		F1RAP2
ENSDARG00000102219		A0A0R4ICE2
ENSDARG00000071583		F1R8L4
ENSDARG00000043275		F1R3V2
ENSDARG00000004187		F6P0U4
ENSDARG00000077114		B0S4U0
ENSDARG00000026224		E7FB45
ENSDARG00000014973		F1R4Y3
ENSDARG00000093886		B8JJ35
ENSDARG00000060977		Q08CJ8
ENSDARG00000036809		E7F123
ENSDARG00000043275		X1WB89
ENSDARG00000041689		F1QUA1
ENSDARG00000036809		E7F123
ENSDARG00000016623		A0A0R4IX87
ENSDARG00000043275		F1R3V2
ENSDARG00000077114		E9QGJ1
ENSDARG00000075245		F1QEB7
ENSDARG00000077114		E7EXP8
ENSDARG00000028295		A9C4A6
ENSDARG00000103106		A0A0R4IZA9
ENSDARG00000042934		Q5RI33
ENSDARG00000094984		F6NRT9
ENSDARG00000075245		F1QEB7
ENSDARG00000028295		A9C4A7
ENSDARG00000094984		F8W5P7
ENSDARG00000052271		F1QCN1
ENSDARG00000019231		F1QDX2
ENSDARG00000028295		A9C4A8
ENSDARG00000052271		
ENSDARG00000053431		F1QPR6
ENSDARG00000094055		F1QN45
ENSDARG00000011493		A7MD57
ENSDARG00000052271		E9QD56
ENSDARG00000014161		F1QK90
ENSDARG00000071652		F1R692
ENSDARG00000060092		F1RE02
ENSDARG00000037633		Q66HZ8
ENSDARG00000054127		B6DUH8
ENSDARG00000100546		Q2PRM3
ENSDARG00000089552		E7FCB7
ENSDARG00000075327		X1WF60
ENSDARG00000011493		A7MD57
ENSDARG00000052271		F1QCN1
ENSDARG00000089552		A0A0R4IVM4
ENSDARG00000077187		F1QEV5
ENSDARG00000055009		F1Q8S5
ENSDARG00000074955		E9QGM4
ENSDARG00000041159		A0A140LFY4
ENSDARG00000075327		X1WBK7
ENSDARG00000006124		B0S6L0
ENSDARG00000054127		A0A0R4IQC2
ENSDARG00000041159		A0A140LH47
ENSDARG00000077187		F1QU29
ENSDARG00000097726		X1WGN5
ENSDARG00000075327		F1QAS2
ENSDARG00000041159		E7FCA8
ENSDARG00000091574		A0A0R4IKF7
ENSDARG00000074480		F1QZP6
ENSDARG00000044619		Q7T0K2
ENSDARG00000044619		A0A0R4I9H2
ENSDARG00000094747		Q1LVY8
ENSDARG00000055305		A8E7C6
ENSDARG00000077187		F1QV42
ENSDARG00000055009		F1QG79
ENSDARG00000094747		A0A0R4ILD4
ENSDARG00000023003		F1RCD0
ENSDARG00000099724		A0A0R4IG80
ENSDARG00000044619		Q7T0K2
ENSDARG00000094747		F1R945
ENSDARG00000055305		F1R376
ENSDARG00000061051		X1WHJ5
ENSDARG00000074955		E7F981
ENSDARG00000102546		A0A0R4IPD5
ENSDARG00000074955		F1R4A0
ENSDARG00000099724		A0A0R4IIM1
ENSDARG00000061051		F1R441
ENSDARG00000004696		F1R2J6
ENSDARG00000043394		F1Q5A1
ENSDARG00000045411		F1RE17
ENSDARG00000044225		E7FGM1
ENSDARG00000074955		E7EYW6
ENSDARG00000043394		A0A0R4IVW6
ENSDARG00000044001		F1QSL3
ENSDARG00000041689		E9QFD0
ENSDARG00000074480		E7F641
ENSDARG00000102546		A0A0R4IU45
ENSDARG00000103600		Q6KC03
ENSDARG00000074955		A0A0R4IAQ8
ENSDARG00000041689		E9QBR1
ENSDARG00000044001		E7FEQ1
ENSDARG00000079824		E7FE82
ENSDARG00000045411		E9QBY4
ENSDARG00000103600		Q6KC03
ENSDARG00000045437		F8W5I1
ENSDARG00000068036		F1QRN1
ENSDARG00000041689		E9QIH8
ENSDARG00000071355		Q1LVY7
ENSDARG00000061370		A2BIL9
ENSDARG00000040133		A9JRH6
ENSDARG00000079276		F1QGB1
ENSDARG00000071355		A0A0R4IAS8
ENSDARG00000077029		F1QNS6
ENSDARG00000079276		F1Q4R2
ENSDARG00000041689		E9QHY9
ENSDARG00000074183		F1R561
ENSDARG00000007693		Q7ZW68
ENSDARG00000045437		Q29RC8
ENSDARG00000040635		B0V2S5
ENSDARG00000041689		E9QBT6
ENSDARG00000016141		F1R3H6
ENSDARG00000004757		A1A605
ENSDARG00000045437		F8W4T9
ENSDARG00000016141		F1R3H6
ENSDARG00000074183		
ENSDARG00000055683		X1WF37
ENSDARG00000009094		F1QD30
ENSDARG00000077029		B0VJZ8
ENSDARG00000037066		F1QIE5
ENSDARG00000037066		X1WD11
ENSDARG00000045302		Q6GMK5
ENSDARG00000055683		F1R505
ENSDARG00000015278		Q5RGW1
ENSDARG00000063475		F1RDP4
ENSDARG00000090344		F6NNV9
ENSDARG00000097691		X1WC41
ENSDARG00000041689		E9QEC7
ENSDARG00000015278		F1QS13
ENSDARG00000041689		E9QDM4
ENSDARG00000041689		E9QFN2
ENSDARG00000054058		F1QY27
ENSDARG00000056719		Q6PBA3
ENSDARG00000063475		A0A0R4INQ8
ENSDARG00000041689		F1QQW3
ENSDARG00000059255		Q6PFR9
ENSDARG00000022845		A0A0R4I9B1
ENSDARG00000078523		A0A0R4ISN8
ENSDARG00000002293		F6PCD2
ENSDARG00000012248		Q1LVM8
ENSDARG00000078523		E7F3X9
ENSDARG00000005092		F1R310
ENSDARG00000005586		F1QRT7
ENSDARG00000041689		A0A0R4IXK2
ENSDARG00000015293		A9C4A1
ENSDARG00000074640		F1QPY9
ENSDARG00000071518		F1R4A8
ENSDARG00000015293		X1WDH1
ENSDARG00000005586		E9QHH5
ENSDARG00000097704		X1WE48
ENSDARG00000068704		Q2PRM4
ENSDARG00000005092		
ENSDARG00000068704		F1QQF5
ENSDARG00000059725		B1WB51
ENSDARG00000098140		A0A0R4IY87
ENSDARG00000005092		A0A0R4IGX2
ENSDARG00000022309		F8W4Q1
ENSDARG00000098140		A0A0R4IXI0
ENSDARG00000091655		F1QRR5
ENSDARG00000058535		A9JRC2
ENSDARG00000060413		E7FCG4
ENSDARG00000019231		F1R446
ENSDARG00000040248		A2CF48
ENSDARG00000037383		F1Q6J2
ENSDARG00000071518		F1QY10
ENSDARG00000004757		A0A0R4IK84
ENSDARG00000004574		Q5RHA1
ENSDARG00000031891		B8JJ43
ENSDARG00000005104		Q6DG29
ENSDARG00000037383		F1QGF8
ENSDARG00000019231		A0A0R4IJ08
ENSDARG00000022309		F1RBA4
ENSDARG00000040248		Q642H6
ENSDARG00000020284		F1R3T6
ENSDARG00000078974		E7F2T5
ENSDARG00000031891	Q8AXX2	
ENSDARG00000100170		A0A0R4IIV2
ENSDARG00000004757		F1RB19
ENSDARG00000097691		A0A0N4SU88
ENSDARG00000078979		E7F579
ENSDARG00000018241		F1R9I6
ENSDARG00000052332		A9C3N7
ENSDARG00000005104		A2BIG1
ENSDARG00000052332		F1QYG2
ENSDARG00000100170		A0A0R4IFY7
ENSDARG00000051931		F1QL27
ENSDARG00000016573		F1Q9B7
ENSDARG00000099675		Q1LUQ0
ENSDARG00000057577		F1R4A6
ENSDARG00000045528		Q5RH33
ENSDARG00000019231		F1R443
ENSDARG00000056648		F1QUC2
ENSDARG00000096579		A0A0R4IUX1
ENSDARG00000041878		Q1LVZ0
ENSDARG00000090319		E7F2P1
ENSDARG00000024184	Q6DHP6	
ENSDARG00000037101		F1QHK9
ENSDARG00000104563		A0A0R4ISF0
ENSDARG00000018627		Q6DHP0
ENSDARG00000041878		Q1LVZ1
ENSDARG00000016573		E9QBY1
ENSDARG00000056648		A0A0R4IIG8
ENSDARG00000105614		
ENSDARG00000057936	P52889	
ENSDARG00000016573		E7F6I0
ENSDARG00000004308		F1QTE7
ENSDARG00000078147		Q5EFQ8
ENSDARG00000016233		A8E7S3
ENSDARG00000060853	B0S6R1	
ENSDARG00000024184		E9QJC5
ENSDARG00000041170		Q1LXZ6
ENSDARG00000060853		T1ECV5
ENSDARG00000075870		E7F7U2
ENSDARG00000075993		Q5U3P5
ENSDARG00000060853	B0S6R1	
ENSDARG00000075870		F8W2V7
ENSDARG00000020158		Q6GMH8
ENSDARG00000019532		A9JSU3
ENSDARG00000031427	Q6PI52	B2GQW3
ENSDARG00000019532		F1R3G9
ENSDARG00000042727		Q32PM0
ENSDARG00000042727	F1Q514	
ENSDARG00000009673		F1R4E1
ENSDARG00000032056	Q5M9P8	B2GRI2
ENSDARG00000077188		F1Q8D8
ENSDARG00000058601		F1R9R0
ENSDARG00000042727		Q32PM0
ENSDARG00000070847		F2Z4W9
ENSDARG00000029114		F1R0T3
ENSDARG00000022772		A2BEG1
ENSDARG00000075569		E7F003
ENSDARG00000077188		F1Q4X2
ENSDARG00000014657		F1R234
ENSDARG00000029114		A0A0R4IHN4
ENSDARG00000019644	Q9PVK4	
ENSDARG00000075569		E7F003
ENSDARG00000089084		X1WFH5
ENSDARG00000022772		A2BH22
ENSDARG00000019532		F6NZI2
ENSDARG00000001127		F1QPP6
ENSDARG00000014657		A0A0R4IF62
ENSDARG00000043976		Q803E5
ENSDARG00000070847		F1QMX4
ENSDARG00000097152		X1WHG5
ENSDARG00000089084		F1REL2
ENSDARG00000014657		A0A0R4ILC2
ENSDARG00000004574		F1R215
ENSDARG00000070682	Q7ZUC2	
ENSDARG00000045025		A8DZG0
ENSDARG00000097255		X1WBA8
ENSDARG00000031774		F1QUN2
ENSDARG00000031774		X1WEB2
ENSDARG00000056478		B8JLA1
ENSDARG00000097255		X1WBA8
ENSDARG00000031774		X1WBL2
ENSDARG00000086623		F1QL28
ENSDARG00000031774		A0A0H2UKK8
ENSDARG00000058115		A4JYI8
ENSDARG00000031774		B1H1H9
ENSDARG00000038296		F1QLP0
ENSDARG00000056112		B2KTE3
ENSDARG00000042620		Q1L907
ENSDARG00000038296		F1QLP0
ENSDARG00000098032		X1WHT0
ENSDARG00000075263		E7F095
ENSDARG00000004574		Q5RHA1
ENSDARG00000076508		E7F4Z5
ENSDARG00000098032		A0A0R4ID29
ENSDARG00000056112		B2KTE4
ENSDARG00000015476	Q1LXZ7	
ENSDARG00000004574		Q5RHA2
ENSDARG00000040988		E9QBF0
ENSDARG00000015476		F1QRC3
ENSDARG00000038446		B0S6D0
ENSDARG00000056112		B2KTE1
ENSDARG00000032285		F1R3A9
ENSDARG00000102973		A0A0R4IAF9
ENSDARG00000105334		A0A140LG30
ENSDARG00000015476		G1K2Q3
