expid|DBname|DBname|ZECOtermname|zecoid|otherid|CC
ZDB-EXP-050819-3|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-050819-4|fgf3 MO|fgf3 MO|standard conditions|ZECO:0000103||
ZDB-EXP-050824-2|B1-MO|B1-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050824-3|B2-MO|B2-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050824-4|grk7aMO|grk7aMO|standard conditions|ZECO:0000103||
ZDB-EXP-050824-5|B1B2-MO|B1B2-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050825-1|zfmi1a-GPS1|zfmi1a-GPS1|standard conditions|ZECO:0000103||
ZDB-EXP-050825-2|zfmi1b-GPS1|zfmi1b-GPS1|standard conditions|ZECO:0000103||
ZDB-EXP-050826-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-050826-3|zfm1a-GPS1-low|zfm1a-GPS1-low|standard conditions|ZECO:0000103||
ZDB-EXP-050826-6|F1a & F1b GPS|F1a & F1b GPS|standard conditions|ZECO:0000103||
ZDB-EXP-050826-8|F1a-GPS & F1a-LamG2|F1a-GPS & F1a-LamG2|standard conditions|ZECO:0000103||
ZDB-EXP-050826-9|F1b-GPS & F1a-LamG2|F1b-GPS & F1a-LamG2|standard conditions|ZECO:0000103||
ZDB-EXP-050830-1|ipk1l MO|ipk1l MO|standard conditions|ZECO:0000103||
ZDB-EXP-050830-2|MO1-chuk|MO1-chuk|standard conditions|ZECO:0000103||
ZDB-EXP-050830-3|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:3764|
ZDB-EXP-050830-4|chemical|other|chemical treatment|ZECO:0000102|CHEBI:16581|
ZDB-EXP-050831-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-050831-3|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-050831-5|wnt8a MOs 1 and 2|wnt8a MOs 1 and 2|standard conditions|ZECO:0000103||
ZDB-EXP-050831-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-050901-1|sp5l MO|sp5l MO|standard conditions|ZECO:0000103||
ZDB-EXP-050901-2|sp5 & sp5l MOs|sp5 & sp5l MOs|standard conditions|ZECO:0000103||
ZDB-EXP-050901-3|sp5 MO|sp5 MO|standard conditions|ZECO:0000103||
ZDB-EXP-050901-5|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-050901-5|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-050901-6|wnt8a MOs & sp5l MO|wnt8a MOs & sp5l MO|standard conditions|ZECO:0000103||
ZDB-EXP-050902-1|MO1ctbp2|MO1ctbp2|standard conditions|ZECO:0000103||
ZDB-EXP-050906-1|hs6st2 MO|hs6st2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-050908-1|MO2-cdkn1c|MO2-cdkn1c|standard conditions|ZECO:0000103||
ZDB-EXP-050914-1|10GT-MO|10GT-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050914-2|5GT-MO|5GT-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050914-3|7.5ATG-MO|7.5ATG-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050914-4|15ATG-MO|15ATG-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050914-6|MO|MO|standard conditions|ZECO:0000103||
ZDB-EXP-050920-2|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:86193|
ZDB-EXP-050922-2|MO1-cdkn1c|MO1-cdkn1c|standard conditions|ZECO:0000103||
ZDB-EXP-050922-3|chemical|bromodeoxyuridine:59-14-3|chemical treatment|ZECO:0000102|CHEBI:472552|
ZDB-EXP-050923-1|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:4031|
ZDB-EXP-050923-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17051|
ZDB-EXP-050926-1|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-050926-2|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-050926-3|rdh1l MO|rdh1l MO|standard conditions|ZECO:0000103||
ZDB-EXP-050927-4|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-050927-5|slit1a-MO|slit1a-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050927-6|slit2-MO|slit2-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050927-7|slit3-MO|slit3-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050927-8|slit2+3-MO|slit2+3-MO|standard conditions|ZECO:0000103||
ZDB-EXP-050927-9|gata4 MO|gata4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-050929-1|chemical|17beta-estradiol (CAS: 50-28-2)|chemical treatment|ZECO:0000102|CHEBI:16469|
ZDB-EXP-050930-1|gata6 MO|gata6 MO|standard conditions|ZECO:0000103||
ZDB-EXP-050930-2|gata 4&6 MOs|gata 4&6 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-050930-3|gata6 MO|gata6 MO|standard conditions|ZECO:0000103||
ZDB-EXP-050930-4|tal MO|tal MO|standard conditions|ZECO:0000103||
ZDB-EXP-050930-5|cdh4 MO|cdh4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-051003-1|MO3-tbx2b|MO3-tbx2b|standard conditions|ZECO:0000103||
ZDB-EXP-051003-2|MO1-fzd7a|MO1-fzd7a|standard conditions|ZECO:0000103||
ZDB-EXP-051010-1|cdx4 MO|cdx4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-051011-1|MO1-ncs1a|MO1-ncs1a|standard conditions|ZECO:0000103||
ZDB-EXP-051012-1|MO4-tbx2b|MO4-tbx2b|standard conditions|ZECO:0000103||
ZDB-EXP-051012-2|bbs4-MO|bbs4-MO|standard conditions|ZECO:0000103||
ZDB-EXP-051013-1|MO1-sox4b|MO1-sox4b|standard conditions|ZECO:0000103||
ZDB-EXP-051013-2|MO2-sox4b|MO2-sox4b|standard conditions|ZECO:0000103||
ZDB-EXP-051013-3|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-051014-1|chemical|thalidomide|chemical treatment|ZECO:0000102|CHEBI:9513|
ZDB-EXP-051014-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17761 |
ZDB-EXP-051014-3|chemical|thalidomide|chemical treatment|ZECO:0000102|CHEBI:9513|
ZDB-EXP-051014-4|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-051017-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:37550|
ZDB-EXP-051017-1|chemical|thalidomide|chemical treatment|ZECO:0000102|CHEBI:9513|
ZDB-EXP-051017-2|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-051018-1|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-051018-6|chemical|other|chemical treatment|ZECO:0000102|CHEBI:78886|
ZDB-EXP-051018-8|ntl-mo|ntl-mo|standard conditions|ZECO:0000103||
ZDB-EXP-051019-1|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-051020-1|Angptl1MO1|Angptl1MO1|standard conditions|ZECO:0000103||
ZDB-EXP-051020-2|Angptl2MO1|Angptl2MO1|standard conditions|ZECO:0000103||
ZDB-EXP-051020-3|dblMO|dblMO|standard conditions|ZECO:0000103||
ZDB-EXP-051024-1|MO1-glcea+MO1-glceb|MO1-glcea+MO1-glceb|standard conditions|ZECO:0000103||
ZDB-EXP-051026-1|MO1-smn1|MO1-smn1|standard conditions|ZECO:0000103||
ZDB-EXP-051026-2|MO1-sip1|MO1-sip1|standard conditions|ZECO:0000103||
ZDB-EXP-051026-3|MO1-icln|MO1-icln|standard conditions|ZECO:0000103||
ZDB-EXP-051027-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:42471|
ZDB-EXP-051031-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:9516|
ZDB-EXP-051031-3|MO2-robo3|MO2-robo3|standard conditions|ZECO:0000103||
ZDB-EXP-051031-4|MO1+2-robo3|MO1+2-robo3|standard conditions|ZECO:0000103||
ZDB-EXP-051031-5|MO1+2+PTU|MO1+2+PTU|standard conditions|ZECO:0000103||
ZDB-EXP-051031-7|bcatMO-DMSO|bcatMO-DMSO|standard conditions|ZECO:0000103||
ZDB-EXP-051031-8|chemical|other|chemical treatment|ZECO:0000102|CHEBI:9516|
ZDB-EXP-051101-1|physiological|regeneration/healing|physical alteration|ZECO:0000229|ZFA:0000108|
ZDB-EXP-051101-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-051101-2|physiological|regeneration/healing|physical alteration|ZECO:0000229|ZFA:0000108|
ZDB-EXP-051101-3|physiological|regeneration/healing|amputation|ZECO:0000172||
ZDB-EXP-051101-3|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-051101-4|physiological|regeneration/healing|amputation|ZECO:0000172||
ZDB-EXP-051101-4|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-051101-5|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-051101-5|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-051101-6|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-051101-6|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-051101-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-051101-7|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-051102-2|dlx3b/4b16+16MO|dlx3b/4b16+16MO|standard conditions|ZECO:0000103||
ZDB-EXP-051102-3|MO3-fgf8|MO3-fgf8|standard conditions|ZECO:0000103||
ZDB-EXP-051102-4|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-051102-5|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-051102-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-051102-7|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-051102-8|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-051102-8|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-051103-1|nephrinMO|nephrinMO|standard conditions|ZECO:0000103||
ZDB-EXP-051103-2|podocinMO|podocinMO|standard conditions|ZECO:0000103||
ZDB-EXP-051103-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:27563|
ZDB-EXP-051103-4|physiological|viral infection|viral treatment|ZECO:0000110|103603|
ZDB-EXP-051103-5|chemical|other|chemical treatment|ZECO:0000102|CHEBI:27563|
ZDB-EXP-051103-5|physiological|viral infection|viral treatment|ZECO:0000110|103603|
ZDB-EXP-051104-3|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-051107-2|chd morphant|chd morphant|standard conditions|ZECO:0000103||
ZDB-EXP-051107-3|MO1+2-tbx16|MO1+2-tbx16|standard conditions|ZECO:0000103||
ZDB-EXP-051108-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-051108-2|FGF3MO|FGF3MO|standard conditions|ZECO:0000103||
ZDB-EXP-051108-3|Dbl MO|Dbl MO|standard conditions|ZECO:0000103||
ZDB-EXP-051110-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-051110-2|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-051111-1|chemical|SU5402|chemical treatment|ZECO:0000102|CHEBI:63449|
ZDB-EXP-051111-2|MO1-tnc|MO1-tnc|standard conditions|ZECO:0000103||
ZDB-EXP-051111-3|mo2-tnc|mo2-tnc|standard conditions|ZECO:0000103||
ZDB-EXP-051111-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-051117-1|eomes_MOs|eomes_MOs|standard conditions|ZECO:0000103||
ZDB-EXP-051117-2|bon_MO|bon_MO|standard conditions|ZECO:0000103||
ZDB-EXP-051117-3|eomes_bonMOs|eomes_bonMOs|standard conditions|ZECO:0000103||
ZDB-EXP-051117-4|physiological|regeneration/healing|transection|ZECO:0000181|ZFA:0000075|
ZDB-EXP-051121-1|runx MOs|runx MOs|standard conditions|ZECO:0000103||
ZDB-EXP-051122-1|mib MO|mib MO|standard conditions|ZECO:0000103||
ZDB-EXP-051127-2|rbmxMO|rbmxMO|standard conditions|ZECO:0000103||
ZDB-EXP-051130-1|physical|hypoxia|hypoxia|ZECO:0000189||
ZDB-EXP-051202-3|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-051205-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:86194|
ZDB-EXP-051205-3|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-051205-6|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-051205-7|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-051205-8|chemical|other|chemical treatment|ZECO:0000102|CHEBI:86194|
ZDB-EXP-051206-1|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-051206-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:86194|
ZDB-EXP-051207-1|fz2MO|fz2MO|standard conditions|ZECO:0000103||
ZDB-EXP-051207-2|Wnt5MO|Wnt5MO|standard conditions|ZECO:0000103||
ZDB-EXP-051207-3|wnt11|wnt11|standard conditions|ZECO:0000103||
ZDB-EXP-051207-6|wnt8 MOs|wnt8 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-051209-2|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-051213-1|sclMO|sclMO|standard conditions|ZECO:0000103||
ZDB-EXP-051215-2|onecut1 MOs|onecut1 MOs|standard conditions|ZECO:0000103||
ZDB-EXP-051219-1|atgMO|atgMO|standard conditions|ZECO:0000103||
ZDB-EXP-051219-3|VEGF_MO|VEGF_MO|standard conditions|ZECO:0000103||
ZDB-EXP-051219-4|PLC_MO|PLC_MO|standard conditions|ZECO:0000103||
ZDB-EXP-051220-1|six3b MO|six3b MO|standard conditions|ZECO:0000103||
ZDB-EXP-051220-2|lhx2 MO|lhx2 MO|standard conditions|ZECO:0000103||
ZDB-EXP-051220-3|mo1-fgf19|mo1-fgf19|standard conditions|ZECO:0000103||
ZDB-EXP-051220-4|mo1-fgf3+mo3-fgf8|mo1-fgf3+mo3-fgf8|standard conditions|ZECO:0000103||
ZDB-EXP-051220-5|chemical|cyclopamine (CAS: 4449-51-8)|chemical treatment|ZECO:0000102|CHEBI:4021|
ZDB-EXP-051220-6|physiological|organ culture|organ culture|ZECO:0000144|ZFA:0001110|
ZDB-EXP-051220-6|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-051220-7|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-051220-7|physiological|organ culture|organ culture|ZECO:0000144|ZFA:0001110|
ZDB-EXP-051220-8|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102||
ZDB-EXP-051220-8|physiological|organ culture|organ culture|ZECO:0000144|ZFA:0001110|
ZDB-EXP-051220-8|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-051221-1|ex2 scl|ex2 scl|standard conditions|ZECO:0000103||
ZDB-EXP-051221-2|ex3 scl|ex3 scl|standard conditions|ZECO:0000103||
ZDB-EXP-051221-3|sclMO|sclMO|standard conditions|ZECO:0000103||
ZDB-EXP-051228-1|physiological|organ culture|organ culture|ZECO:0000144|ZFA:0000093|
ZDB-EXP-051228-2|physiological|organ culture|organ culture|ZECO:0000144|ZFA:0000093|
ZDB-EXP-051228-3|ndr1 MO|ndr1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-060103-1|MO1-gli2a|MO1-gli2a|standard conditions|ZECO:0000103||
ZDB-EXP-060103-2|MO1-gli1|MO1-gli1|standard conditions|ZECO:0000103||
ZDB-EXP-060103-3|MO-gli3|MO-gli3|standard conditions|ZECO:0000103||
ZDB-EXP-060104-1|MO1-def|MO1-def|standard conditions|ZECO:0000103||
ZDB-EXP-060104-3|MO3-tp53 SPL|MO3-tp53 SPL|standard conditions|ZECO:0000103||
ZDB-EXP-060104-4|chemical|PAH|chemical treatment|ZECO:0000102|CHEBI:28851|
ZDB-EXP-060104-5|chemical|PAH|chemical treatment|ZECO:0000102|CHEBI:23681|
ZDB-EXP-060104-6|chemical|PAH|chemical treatment|ZECO:0000102||
ZDB-EXP-060105-1|chemical|PAH|chemical treatment|ZECO:0000102|CHEBI:39106|
ZDB-EXP-060105-2|foxd3 MO|foxd3 MO|standard conditions|ZECO:0000103||
ZDB-EXP-060105-3|sox10 MO|sox10 MO|standard conditions|ZECO:0000103||
ZDB-EXP-060105-4|foxd3 - sox10 combo-MO|foxd3 - sox10 combo-MO|standard conditions|ZECO:0000103||
ZDB-EXP-060105-5|chemical|PAH|chemical treatment|ZECO:0000102|CHEBI:51687|
ZDB-EXP-060105-6|chemical|Environmental contaminants|chemical treatment|ZECO:0000102||
ZDB-EXP-060105-6|chemical|PAH|chemical treatment|ZECO:0000102||
ZDB-EXP-060105-9|chemical|PAH|chemical treatment|ZECO:0000102||
ZDB-EXP-060109-1|chemical|PAH|chemical treatment|ZECO:0000102|CHEBI:39106|
ZDB-EXP-060109-2|chemical|PAH|chemical treatment|ZECO:0000102|CHEBI:51687|
ZDB-EXP-060109-3|chemical|PAH|chemical treatment|ZECO:0000102|CHEBI:51687|
ZDB-EXP-060109-4|chemical|PAH|chemical treatment|ZECO:0000102|CHEBI:51687|
ZDB-EXP-060109-5|chemical|PAH|chemical treatment|ZECO:0000102|CHEBI:51687|
ZDB-EXP-060111-1|mo5-ift88|mo5-ift88|standard conditions|ZECO:0000103||
ZDB-EXP-060111-2|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-060112-1|physiological|regeneration/healing|amputation|ZECO:0000172||
ZDB-EXP-060112-2|physiological|regeneration/healing|amputation|ZECO:0000172||
ZDB-EXP-060112-3|physiological|regeneration/healing|amputation|ZECO:0000172||
ZDB-EXP-060112-4|physiological|regeneration/healing|amputation|ZECO:0000172||
ZDB-EXP-060112-5|3MO|3MO|standard conditions|ZECO:0000103||
ZDB-EXP-060113-1|kal1.1 MO|kal1.1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-060113-2|temperature|stable|cold exposure|ZECO:0000162||
ZDB-EXP-060113-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:48607|
ZDB-EXP-060113-4|ripply1MO|ripply1MO|standard conditions|ZECO:0000103||
ZDB-EXP-060118-2|chemical|Environmental contaminants|chemical treatment|ZECO:0000102||
ZDB-EXP-060118-2|chemical|PAH|chemical treatment|ZECO:0000102||
ZDB-EXP-060118-3|chemical|Environmental contaminants|chemical treatment|ZECO:0000102||
ZDB-EXP-060118-3|chemical|PAH|chemical treatment|ZECO:0000102||
ZDB-EXP-060118-4|chemical|Environmental contaminants|chemical treatment|ZECO:0000102||
ZDB-EXP-060118-4|chemical|PAH|chemical treatment|ZECO:0000102||
ZDB-EXP-060118-5|nokMO|nokMO|standard conditions|ZECO:0000103||
ZDB-EXP-060118-6|hasMO|hasMO|standard conditions|ZECO:0000103||
ZDB-EXP-060119-3|lama1/4MO|lama1/4MO|standard conditions|ZECO:0000103||
ZDB-EXP-060119-5|lama4 MO|lama4 MO|standard conditions|ZECO:0000103||
ZDB-EXP-060123-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-060123-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:90623|
ZDB-EXP-060123-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-060124-1|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17963|
ZDB-EXP-060124-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17963|
ZDB-EXP-060124-2|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:9087|
ZDB-EXP-060124-3|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17963|
ZDB-EXP-060124-5|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17963|
ZDB-EXP-060124-5|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:47781|
ZDB-EXP-060124-6|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17963|
ZDB-EXP-060124-6|chemical|Pharmaceutical drug|chemical treatment|ZECO:0000102|CHEBI:116225|
ZDB-EXP-060125-1|trap230MO|trap230MO|standard conditions|ZECO:0000103||
ZDB-EXP-060126-1|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-060126-2|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-060126-2|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-060130-10|ved MO|ved MO|standard conditions|ZECO:0000103||
ZDB-EXP-060130-11|vent+vox MO|vent+vox MO|standard conditions|ZECO:0000103||
ZDB-EXP-060130-12|ved+vent MO|ved+vent MO|standard conditions|ZECO:0000103||
ZDB-EXP-060130-13|ved + vox MO|ved + vox MO|standard conditions|ZECO:0000103||
ZDB-EXP-060130-2|Fog1MO|Fog1MO|standard conditions|ZECO:0000103||
ZDB-EXP-060130-3|fog2a MO|fog2a MO|standard conditions|ZECO:0000103||
ZDB-EXP-060130-4|fog2b mO|fog2b mO|standard conditions|ZECO:0000103||
ZDB-EXP-060130-5|wnt8-MOs|wnt8-MOs|standard conditions|ZECO:0000103||
ZDB-EXP-060130-6|orf1 splice block MOs|orf1 splice block MOs|standard conditions|ZECO:0000103||
ZDB-EXP-060130-7|orf2 splice block mos|orf2 splice block mos|standard conditions|ZECO:0000103||
ZDB-EXP-060130-8|vent MO|vent MO|standard conditions|ZECO:0000103||
ZDB-EXP-060130-9|vox MO|vox MO|standard conditions|ZECO:0000103||
ZDB-EXP-060201-2|chemical|other|chemical treatment|ZECO:0000102|CHEBI:86195|
ZDB-EXP-060201-3|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-060201-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-060201-5|chemical|other|chemical treatment|ZECO:0000102|CHEBI:17898|
ZDB-EXP-060201-6|chemical|other|chemical treatment|ZECO:0000102|CHEBI:27641|
ZDB-EXP-060201-7|chemical|all-trans retinoic acid (CAS: 302-79-4)|chemical treatment|ZECO:0000102|CHEBI:15367|
ZDB-EXP-060201-7|chemical|other|chemical treatment|ZECO:0000102|CHEBI:27641|
ZDB-EXP-060206-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-060206-2|hdac1-MO|hdac1-MO|standard conditions|ZECO:0000103||
ZDB-EXP-060207-1|MO1-rab5c|MO1-rab5c|standard conditions|ZECO:0000103||
ZDB-EXP-060207-3|chemical|PTU|chemical treatment|ZECO:0000102|CHEBI:46261|
ZDB-EXP-060208-1|physiological|regeneration/healing|transection|ZECO:0000181|ZFA:0000435|
ZDB-EXP-060209-1|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-060209-2|temperature|heat shock|heat shock|ZECO:0000166||
ZDB-EXP-060210-2|chemical|DNA replication inhibitors|chemical treatment|ZECO:0000102||
ZDB-EXP-060210-3|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-060210-4|chemical|other|chemical treatment|ZECO:0000102||
ZDB-EXP-060210-5|MO1-klf4|MO1-klf4|standard conditions|ZECO:0000103||
ZDB-EXP-060210-6|MO2-klf4|MO2-klf4|standard conditions|ZECO:0000103||
ZDB-EXP-060214-1|nrarpa MO|nrarpa MO|standard conditions|ZECO:0000103||
ZDB-EXP-060214-2|lef1 MO|lef1 MO|standard conditions|ZECO:0000103||
ZDB-EXP-060214-3|nrarpa/b MOs|nrarpa/b MOs|standard conditions|ZECO:0000103||
ZDB-EXP-060215-1|ptena MO|ptena MO|standard conditions|ZECO:0000103||
ZDB-EXP-060215-2|ptena MO 2|ptena MO 2|standard conditions|ZECO:0000103||
ZDB-EXP-060216-1|chd morphant|chd morphant|standard conditions|ZECO:0000103||
ZDB-EXP-060216-2|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-060216-2|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-060216-4|physiological|regeneration/healing|physical alteration|ZECO:0000229||
ZDB-EXP-060216-4|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-060222-1|physiological|regeneration/healing|amputation|ZECO:0000172||
ZDB-EXP-060222-1|temperature|stable|heat exposure|ZECO:0000163||
ZDB-EXP-060222-2|physiological|regeneration/healing|amputation|ZECO:0000172||
ZDB-EXP-060222-2|temperature|stable|heat exposure|ZECO:0000163||
ZDB-EXP-060222-3|physiological|regeneration/healing|amputation|ZECO:0000172||
ZDB-EXP-060222-3|temperature|stable|heat exposure|ZECO:0000163||
ZDB-EXP-060224-2|sox32 MO|sox32 MO|standard conditions|ZECO:0000103||
ZDB-EXP-060227-1|ptges-MO2-2ng|ptges-MO2-2ng|standard conditions|ZECO:0000103||
ZDB-EXP-060227-2|ptges-MO2-4ng|ptges-MO2-4ng|standard conditions|ZECO:0000103||
ZDB-EXP-060228-4|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102|CHEBI:15551|
ZDB-EXP-060228-5|chemical|Hormone, growth factors, and endocrine disruptors|chemical treatment|ZECO:0000102|CHEBI:15551|
ZDB-EXP-060302-1|cyp11a1-MO1|cyp11a1-MO1|standard conditions|ZECO:0000103||
ZDB-EXP-060303-2|ep4-MO2-2ng|ep4-MO2-2ng|standard conditions|ZECO:0000103||
ZDB-EXP-060311-1|pcdhMO|pcdhMO|standard conditions|ZECO:0000103||
ZDB-EXP-060311-2|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-060311-4|chemical|Cadmium chloride (CAS: 10108-64-2)|chemical treatment|ZECO:0000102|CHEBI:35456|
ZDB-EXP-060311-4|chemical|TCDD (2,3,7,8-tetrachlorodibenzo-p-dioxin) (CAS: 1746-01-6)|chemical treatment|ZECO:0000102|CHEBI:28119|
ZDB-EXP-060313-1|bsk146MO|bsk146MO|standard conditions|ZECO:0000103||
ZDB-EXP-060315-2|raldh2-MO|raldh2-MO|standard conditions|ZECO:0000103||
ZDB-EXP-060315-3|rara2b-MO|rara2b-MO|standard conditions|ZECO:0000103||
ZDB-EXP-060315-4|chemical|other|chemical treatment|ZECO:0000102|CHEBI:26536|
ZDB-EXP-060315-5|physiological|bacterial infection|bacterial treatment|ZECO:0000106|1781|
ZDB-EXP-060315-6|cnpy1-MO1-5ng|cnpy1-MO1-5ng|standard conditions|ZECO:0000103||
ZDB-EXP-060317-1|chemical|Metal|chemical treatment|ZECO:0000102|CHEBI:29105|
