ZDB-FISH-000215-8,Necrotic death in head. There are several other phenotypes that cosegregate but are unmapped.
ZDB-FISH-980202-1385,Phenotypic class: notochord} melanophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1386,Phenotypic class: notochord} melanophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1387,Phenotypic class: notochord} melanophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1388,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1389,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-139,Phenotypic class: melanophores} iridophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1390,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1391,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1392,Phenotypic class: fin; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1393,Phenotypic class: heart; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1394,Phenotypic class: xanthophores} adult; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1395,Phenotypic class: xanthophores} adult; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1396,Phenotypic class: motility; Visible at: d4; Viability: adult semiviable
ZDB-FISH-980202-1397,Phenotypic class: xanthophores} adult; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1398,Phenotypic class: xanthophores} adult; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1399,Phenotypic class: xanthophores} adult; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1400,Phenotypic class: melanophores; Visible at: d1; Viability: adult semiviable
ZDB-FISH-980202-1401,Phenotypic class: melanophores; Visible at: d1; Viability: adult semiviable
ZDB-FISH-980202-1402,Phenotypic class: melanophores; Visible at: d1; Viability: adult semiviable
ZDB-FISH-980202-1403,Phenotypic class: melanophores; Visible at: d1; Viability: adult semiviable
ZDB-FISH-980202-1404,Phenotypic class: somites} motility; Visible at: d4; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1405,Phenotypic class: blood; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1406,Phenotypic class: motility; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1407,Phenotypic class: motility; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1408,Phenotypic class: brain} eye; Visible at: tailbud; Viability: adult semiviable
ZDB-FISH-980202-1409,Phenotypic class: arches; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1410,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1411,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1412,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1413,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1414,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1415,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1416,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1417,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1418,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1419,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-142,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1420,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1421,Phenotypic class: motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1422,Phenotypic class: motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1423,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1424,Phenotypic class: curly tail} body shape; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1425,Phenotypic class: curly tail} body shape; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1426,Phenotypic class: curly tail} body shape; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1427,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1428,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1429,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1430,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1431,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1432,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1433,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1434,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1435,Phenotypic class: motility; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1436,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1437,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1438,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1439,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1440,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1441,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1442,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1443,Phenotypic class: motility; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1444,Phenotypic class: motility; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1445,Phenotypic class: somites; Visible at: 2-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1446,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1447,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1448,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1449,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1450,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1451,Phenotypic class: melanophores; Visible at: d4.
ZDB-FISH-980202-1452,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1453,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1454,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1455,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1456,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1457,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1458,Phenotypic class: early necrosis; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1459,Phenotypic class: early necrosis; Visible at: epiboly; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1460,Phenotypic class: early necrosis; Visible at: epiboly; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1461,Phenotypic class: neural tube; Visible at: d5; Viability: adult semiviable
ZDB-FISH-980202-1462,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1463,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1464,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1465,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1466,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1467,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1468,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1469,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1470,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1471,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1472,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1473,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1474,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1475,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1476,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1477,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1478,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1479,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1480,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1481,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1482,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1483,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1484,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1485,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1486,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1487,Phenotypic class: arches; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1488,Phenotypic class: body axes} dominant; Visible at: tailbud; Viability: embryonic lethal (swb-). The embryo is ovoid rather then round and the notochord appears broadened.
ZDB-FISH-980202-1489,Phenotypic class: heart; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1490,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1491,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1492,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1493,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1494,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1495,Phenotypic class: tail; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1496,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1497,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1498,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1499,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-150,Phenotypic class: iridophores; Visible at: d3; Viability: adult viable
ZDB-FISH-980202-1500,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1501,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1502,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1503,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1504,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1505,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1506,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1507,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1508,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1509,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-151,Recessive.
ZDB-FISH-980202-1510,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1511,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1512,Phenotypic class: motility} muscles; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1513,Phenotypic class: motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1514,Phenotypic class: motility; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1515,Phenotypic class: motility; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1516,Phenotypic class: somites; Visible at: d1; Viability: adult semiviable
ZDB-FISH-980202-1517,Phenotypic class: somites; Visible at: d1; Viability: adult semiviable
ZDB-FISH-980202-1518,Phenotypic class: ear; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1519,Phenotypic class: melanophores} xanthophores} iridophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1520,Phenotypic class: melanophores} xanthophores} iridophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1521,Phenotypic class: melanophores} xanthophores} iridophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1522,Phenotypic class: motility; Visible at: d5; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1523,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1524,Phenotypic class: xanthophores; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1525,Phenotypic class: xanthophores; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-1526,Phenotypic class: neural tube} somites; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1527,Phenotypic class: motility; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1528,Phenotypic class: early necrosis; Visible at: 5-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1529,Phenotypic class: early necrosis; Visible at: 5-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1530,Phenotypic class: melanophores; Visible at: d4.
ZDB-FISH-980202-1531,Phenotypic class: ear; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1532,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1533,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1534,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1535,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1536,Phenotypic class: ear; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1537,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1538,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1539,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1540,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1541,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1542,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1543,Phenotypic class: melanophores and touch response; Visible at: d1; Viability: embryonic viable (swb+)
ZDB-FISH-980202-1544,Phenotypic class: adult; Viability: adult viable
ZDB-FISH-980202-1545,Phenotypic class: epiboly; Visible at: epiboly; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1546,Phenotypic class: adult ; Visible at: d5; Viability: adult semiviable
ZDB-FISH-980202-1547,Phenotypic class: ear; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1548,Phenotypic class: notochord} somites; Visible at: 10-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1549,Phenotypic class: motility} muscles; Visible at: d5; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1550,Phenotypic class: arches; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1551,Phenotypic class: melanophores} iridophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1552,Phenotypic class: motility} muscles; Visible at: d5; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1553,Phenotypic class: heart; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1554,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1555,Phenotypic class: notochord} somites; Visible at: 10-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1556,Phenotypic class: notochord} somites; Visible at: 10-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1557,Phenotypic class: ear; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1558,Phenotypic class: ear; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1559,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1560,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1561,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1562,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1563,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1565,Phenotypic class: melanophores} xanthophores} iridophores} ear; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1566,Phenotypic class: somites; Visible at: 2-somite; Viability: adult viable
ZDB-FISH-980202-1567,Phenotypic class: adult; Viability: adult viable
ZDB-FISH-980202-1568,Phenotypic class: adult; Viability: adult viable
ZDB-FISH-980202-1569,Phenotypic class: melanophores} xanthophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1570,Phenotypic class: xanthophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1571,Phenotypic class: ear; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1572,Phenotypic class: ear; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-1573,Phenotypic class: melanophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1574,Phenotypic class: melanophores; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1575,Phenotypic class: melanophores; Visible at: d1; Viability: adult semiviable
ZDB-FISH-980202-1576,Phenotypic class: motility} muscle; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-1577,Phenotypic class: retinotectal projection; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-163,Phenotypic class: neural tube} eye; Visible at: 10-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-165,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-169,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-175,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-176,Phenotypic class: brain} skin; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-184,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-185,The phenotype of this mutation} formerly known as <em>glass onion (glo)</em>} was described by Pujic and Malicki (2001). Recessive mutation.
ZDB-FISH-980202-196,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-202,Phenotypic class: brain} skin; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-203,Phenotypic class: body axes} eye; Visible at: tailbud; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-204,Phenotypic class: notochord} somites; Visible at: 1-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-205,Phenotypic class: motility} muscle; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-211,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-213,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-220,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-239,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-248,Phenotypic class: notochord} brain; Visible at: 15-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-249,Phenotypic class: notochord} brain} retinotectal projection; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-269,Phenotypic class: heart; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-272,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-274,Phenotypic class: blood; Visible at: d2-d4; Viability: embryonic viable (swb+)
ZDB-FISH-980202-280,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-295,Mendelian recessive.
ZDB-FISH-980202-310,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-315,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-316,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-317,Phenotypic class: iridophores; Visible at: d99; Viability: adult viable
ZDB-FISH-980202-320,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-332,Phenotypic class: neural tube} eye; Visible at: 10-somite; Viability: embryonic lethal (swb-). 23.22% mutants from intercross.
ZDB-FISH-980202-338,Phenotypic class: neural tube} eye; Visible at: 10-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-369,Phenotypic class: notochord} somites; Visible at: 1-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-390,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-399,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-42,d2} necrotic cells in tectum and eyes. d5} die.
ZDB-FISH-980202-429,Phenotypic class: notochord; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-440,Phenotypic class: fin; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-452,Mendelian recessive.
ZDB-FISH-980202-453,Phenotypic class: brain; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-468,Segregation: 25%
ZDB-FISH-980202-47,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-480,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-506,Phenotypic class: motility; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-51,Phenotypic class: arches; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-516,Phenotypic class: tail; Visible at: 1-somite; Viability: embryonic lethal (swb-). The ventral tail vein and fin are missing.
ZDB-FISH-980202-517,Phenotypic class: blood; Visible at: d2; Viability: adult viable
ZDB-FISH-980202-518,Phenotypic class: blood; Visible at: d2-d4; Viability: embryonic viable (swb+)
ZDB-FISH-980202-519,Phenotypic class: notochord; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-52,Phenotypic class: pigment pattern; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-521,Phenotypic class: motility; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-522,Phenotypic class: motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-523,The embryo is ovoid rather then round and the notochord appears broadened. Non-Mendelian.
ZDB-FISH-980202-524,Phenotypic class: fin; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-525,Phenotypic class: eye} ear } fin; Visible at: d4; Viability: embryonic viable (swb+)
ZDB-FISH-980202-526,Phenotypic class: iridophores; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-528,Phenotypic class: circulation; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-530,Phenotypic class: fin; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-531,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-532,Phenotypic class: blood; Visible at: d2-d4; Viability: embryonic viable (swb+)
ZDB-FISH-980202-533,Phenotypic class: motility} muscle} ; Visible at: 20-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-534,Phenotypic class: tail; Visible at: 1-somite; Viability: embryonic lethal (swb-). The ventral tail fin is missing.
ZDB-FISH-980202-535,Phenotypic class: tail; Visible at: 1-somite; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-536,Phenotypic class: tail; Visible at: 1-somite; Viability: embryonic lethal (swb-). The ventral tail fin is missing.
ZDB-FISH-980202-537,Phenotypic class: tail; Visible at: 1-somite; Viability: embryonic lethal (swb-). The ventral tail fin is missing.
ZDB-FISH-980202-538,Phenotypic class: tail; Visible at: 1-somite; Viability: embryonic lethal (swb-). The ventral tail fin is missing.
ZDB-FISH-980202-539,Phenotypic class: tail; Visible at: 1-somite; Viability: embryonic lethal (swb-). The ventral tail fin is missing.
ZDB-FISH-980202-540,Phenotypic class: tail; Visible at: 1-somite; Viability: embryonic lethal (swb-). The ventral tail fin is missing.
ZDB-FISH-980202-543,Phenotypic class: curly tail; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-545,Phenotypic class: melanophores; Visible at: d1; Viability: adult viable
ZDB-FISH-980202-546,Phenotypic class: ear; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-547,Phenotypic class: arches} brain; Visible at: d3; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-552,Phenotypic class: motility; Visible at: d2; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-555,Phenotypic class: motility; Visible at: d4; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-557,Phenotypic class: adult; Viability: adult viable
ZDB-FISH-980202-572,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
ZDB-FISH-980202-586,Phenotypic class: ear; Visible at: d4; Viability: adult viable
ZDB-FISH-980202-59,Phenotypic class: heart; Visible at: d1; Viability: embryonic lethal (swb-)
