zdbid,abregid
ZDB-ATB-181030-1,
ZDB-ATB-181030-2,AB_2116445
ZDB-ATB-181030-3,AB_648875
ZDB-ATB-181030-4,AB_628360
ZDB-ATB-181101-1,AB_2177206
ZDB-ATB-181102-1,
ZDB-ATB-181107-1,AB_887877
ZDB-ATB-181108-1,AB_1128604
ZDB-ATB-181109-1,AB_10858175
ZDB-ATB-181112-1,AB_10987717
ZDB-ATB-181113-1,
ZDB-ATB-181114-1,AB_2295271
ZDB-ATB-181114-2,AB_447623
ZDB-ATB-181121-1,
ZDB-ATB-181126-1,AB_304243
ZDB-ATB-181126-2,
ZDB-ATB-181127-1,
ZDB-ATB-181127-2,AB_2721208
ZDB-ATB-181127-3,AB_1269504
ZDB-ATB-181129-1,
ZDB-ATB-181129-2,AB_2636978
ZDB-ATB-181130-1,AB_1121787
ZDB-ATB-181130-2,AB_2120318
ZDB-ATB-181130-3,AB_10548764
ZDB-ATB-181203-1,AB_1290643
ZDB-ATB-181204-1,AB_10692513
ZDB-ATB-181204-2,AB_2121214
ZDB-ATB-181206-1,AB_528231
ZDB-ATB-181210-1,AB_10861832
ZDB-ATB-181210-2,AB_2188769
ZDB-ATB-181210-3,AB_1641003
ZDB-ATB-181210-4,AB_399888
ZDB-ATB-181210-5,AB_631835
ZDB-ATB-181210-6,
ZDB-ATB-181210-7,AB_2105622
ZDB-ATB-181212-1,AB_11159768
ZDB-ATB-181212-2,AB_2750906
ZDB-ATB-181217-1,AB_527461
ZDB-ATB-181217-2,AB_331292
ZDB-ATB-181217-3,AB_10862659
ZDB-ATB-181217-4,
ZDB-ATB-181219-1,
ZDB-ATB-181221-1,
ZDB-ATB-190102-1,AB_10630878
ZDB-ATB-190102-2,AB_2544188
ZDB-ATB-190102-3,AB_2687504
ZDB-ATB-190103-1,
ZDB-ATB-190104-1,
ZDB-ATB-190104-2,AB_881542
ZDB-ATB-190108-1,AB_308724
ZDB-ATB-190108-2,AB_1079051
ZDB-ATB-190108-3,AB_303844
ZDB-ATB-190109-1,AB_2152107
ZDB-ATB-190110-1,
ZDB-ATB-190111-1,
ZDB-ATB-190111-2,
ZDB-ATB-190115-1,AB_2133066
ZDB-ATB-190116-1,
ZDB-ATB-190116-2,AB_11178658
ZDB-ATB-190116-3,
ZDB-ATB-190118-1,AB_880346
ZDB-ATB-190124-1,
ZDB-ATB-190128-1,
ZDB-ATB-190128-2,AB_1078242
ZDB-ATB-190129-1,AB_10859793
ZDB-ATB-190130-1,AB_259946
ZDB-ATB-190130-2,AB_310837
ZDB-ATB-190130-3,AB_397796
ZDB-ATB-190130-4,AB_2301751
ZDB-ATB-190130-5,AB_10561931
ZDB-ATB-190130-6,
ZDB-ATB-190130-7,
ZDB-ATB-190130-8,
ZDB-ATB-190130-9,
ZDB-ATB-190131-1,
ZDB-ATB-190131-2,
ZDB-ATB-190131-3,
ZDB-ATB-190131-4,AB_1640564
ZDB-ATB-190131-5,
ZDB-ATB-190201-1,
ZDB-ATB-190201-2,
ZDB-ATB-190204-1,AB_785038
ZDB-ATB-190204-3,
ZDB-ATB-190205-1,AB_2773013
ZDB-ATB-190205-2,
ZDB-ATB-190205-3,
ZDB-ATB-190205-4,AB_10617977
ZDB-ATB-190206-1,AB_10634799
ZDB-ATB-190206-2,AB_10632212
ZDB-ATB-190207-1,
ZDB-ATB-190207-2,
ZDB-ATB-190211-1,AB_94263
ZDB-ATB-190212-1,AB_10676126
ZDB-ATB-190212-2,AB_306863
ZDB-ATB-190215-1,
ZDB-ATB-190215-2,AB_350071
ZDB-ATB-190218-1,AB_10807434
ZDB-ATB-190218-2,AB_470292
ZDB-ATB-190219-1,
ZDB-ATB-190219-2,AB_2057371
ZDB-ATB-190219-3,AB_177623
ZDB-ATB-190219-4,AB_11204751
ZDB-ATB-190221-1,
ZDB-ATB-190222-2,
ZDB-ATB-190222-3,AB_2765645
ZDB-ATB-190222-4,AB_2764232
ZDB-ATB-190227-1,
ZDB-ATB-190228-1,
ZDB-ATB-190228-2,
ZDB-ATB-190305-1,AB_528490
ZDB-ATB-190308-1,
ZDB-ATB-190311-1,AB_1080976
ZDB-ATB-190311-2,AB_2108502
ZDB-ATB-190311-3,AB_1951588
ZDB-ATB-190312-1,AB_10538281
ZDB-ATB-190312-2,AB_2732822
ZDB-ATB-190312-3,
ZDB-ATB-190312-4,AB_11028153
ZDB-ATB-190312-5,AB_11017833
ZDB-ATB-190312-6,AB_11036031
ZDB-ATB-190312-7,
ZDB-ATB-190312-8,AB_2148626
ZDB-ATB-190315-1,AB_945789
ZDB-ATB-190315-2,AB_10903230
ZDB-ATB-190327-1,
ZDB-ATB-190329-1,AB_154084
ZDB-ATB-190329-2,AB_10844977
ZDB-ATB-190329-3,AB_2274550
ZDB-ATB-190329-4,
ZDB-ATB-190329-5,AB_11127203
ZDB-ATB-190403-1,AB_397274
ZDB-ATB-190403-2,AB_301431
ZDB-ATB-190403-3,AB_301443
ZDB-ATB-190403-4,AB_301447
ZDB-ATB-190404-1,AB_559772
ZDB-ATB-190405-1,AB_261141
ZDB-ATB-190411-1,AB_2634885
ZDB-ATB-190416-1,AB_1080574
ZDB-ATB-190416-2,AB_355307
ZDB-ATB-190422-1,
ZDB-ATB-190426-1,
ZDB-ATB-190426-2,AB_873538
ZDB-ATB-190426-3,AB_887900
ZDB-ATB-190429-1,AB_945758
ZDB-ATB-190506-1,
ZDB-ATB-190508-2,AB_2287033
ZDB-ATB-190509-1,AB_2077955
ZDB-ATB-190509-2,AB_310069
ZDB-ATB-190509-3,
ZDB-ATB-190509-4,
ZDB-ATB-190509-5,
ZDB-ATB-190510-1,
ZDB-ATB-190510-2,AB_1108284
ZDB-ATB-190510-3,AB_10985392
ZDB-ATB-190514-1,
ZDB-ATB-190514-3,
ZDB-ATB-190514-4,AB_2315306
ZDB-ATB-190515-1,AB_2143674
ZDB-ATB-190516-3,
ZDB-ATB-190517-1,
ZDB-ATB-190520-1,AB_2721170
ZDB-ATB-190530-1,
ZDB-ATB-190530-2,AB_1855080
ZDB-ATB-190605-1,
ZDB-ATB-190606-1,
ZDB-ATB-190606-2,
ZDB-ATB-190606-3,AB_307033
ZDB-ATB-190606-4,AB_1845005
