sanger_preinput_feature_abbrev|sanger_preinput_gene_zdb_id|sanger_preinput_test
sa31606|ZDB-GENE-030131-3932|-030131-3932
sa31608|ZDB-GENE-060929-780|-060929-780
sa31612|ZDB-GENE-090915-4|-090915-4
sa31613|ZDB-GENE-030131-458|-030131-458
sa31616|ZDB-GENE-070719-3|-070719-3
sa31617|ZDB-GENE-050522-281|-050522-281
sa31618|ZDB-GENE-050419-156|-050419-156
sa31619|ZDB-GENE-081119-1|-081119-1
sa31620|ZDB-GENE-040426-1880|-040426-1880
sa31621|ZDB-GENE-080505-1|-080505-1
sa31622|ZDB-GENE-030131-650|-030131-650
sa31624|ZDB-GENE-081104-370|-081104-370
sa31627|ZDB-GENE-081104-233|-081104-233
sa31628|ZDB-GENE-060810-28|-060810-28
sa31630|ZDB-GENE-081104-441|-081104-441
sa31633|ZDB-GENE-040714-3|-040714-3
sa31635|ZDB-GENE-030131-6975|-030131-6975
sa31636|ZDB-GENE-081104-526|-081104-526
sa31637|ZDB-GENE-081104-526|-081104-526
sa31639|ZDB-GENE-070209-295|-070209-295
sa31640|ZDB-GENE-081105-172|-081105-172
sa31641|ZDB-GENE-081104-195|-081104-195
sa31642|ZDB-GENE-040426-2540|-040426-2540
sa31644|ZDB-GENE-050227-4|-050227-4
sa31649|ZDB-GENE-030131-7158|-030131-7158
sa31653|ZDB-GENE-081021-1|-081021-1
sa31658|ZDB-GENE-030131-5105|-030131-5105
sa31662|ZDB-GENE-081104-415|-081104-415
sa31663|ZDB-GENE-060929-380|-060929-380
sa31664|ZDB-GENE-081104-393|-081104-393
sa31667|ZDB-GENE-050624-2|-050624-2
sa31668|ZDB-GENE-131127-532|-131127-532
sa31670|ZDB-GENE-041212-24|-041212-24
sa31671|ZDB-GENE-091204-7|-091204-7
sa31672|ZDB-GENE-030131-8546|-030131-8546
sa31673|ZDB-GENE-030131-8546|-030131-8546
sa31675|ZDB-GENE-110411-25|-110411-25
sa31676|ZDB-GENE-030131-2143|-030131-2143
sa31678|ZDB-GENE-030131-2974|-030131-2974
sa31679|ZDB-GENE-081105-173|-081105-173
sa31680|ZDB-GENE-061013-777|-061013-777
sa31681|ZDB-GENE-030131-3165|-030131-3165
sa31685|ZDB-GENE-040718-116|-040718-116
sa31687|ZDB-GENE-980526-208|-980526-208
sa31688|ZDB-GENE-081104-480|-081104-480
sa31690|ZDB-GENE-030131-3205|-030131-3205
sa31692|ZDB-GENE-990415-271|-990415-271
sa31694|ZDB-GENE-040426-2208|-040426-2208
sa31695|ZDB-GENE-070912-207|-070912-207
sa31696|ZDB-GENE-980526-214|-980526-214
sa31697|ZDB-GENE-030131-4783|-030131-4783
sa31699|ZDB-GENE-030131-274|-030131-274
sa31701|ZDB-GENE-070912-470|-070912-470
sa31702|ZDB-GENE-990415-278|-990415-278
sa31704|ZDB-GENE-070912-237|-070912-237
sa31707|ZDB-GENE-060421-6938|-060421-6938
sa31709|ZDB-GENE-070912-387|-070912-387
sa31710|ZDB-GENE-040704-50|-040704-50
sa31713|ZDB-GENE-070501-8|-070501-8
sa31714|ZDB-GENE-070912-622|-070912-622
sa31716|ZDB-GENE-041210-220|-041210-220
sa31717|ZDB-GENE-061027-88|-061027-88
sa31718|ZDB-GENE-990415-218|-990415-218
sa31719|ZDB-GENE-990415-218|-990415-218
sa31720|ZDB-GENE-041014-171|-041014-171
sa31722|ZDB-GENE-030131-8410|-030131-8410
sa31724|ZDB-GENE-070912-149|-070912-149
sa31725|ZDB-GENE-040827-3|-040827-3
sa31726|ZDB-GENE-090313-194|-090313-194
sa31727|ZDB-GENE-070912-212|-070912-212
sa31729|ZDB-GENE-030131-5773|-030131-5773
sa31730|ZDB-GENE-070912-37|-070912-37
sa31732|ZDB-GENE-040329-3|-040329-3
sa31733|ZDB-GENE-031001-10|-031001-10
sa31735|ZDB-GENE-030131-5866|-030131-5866
sa31737|ZDB-GENE-030131-9685|-030131-9685
sa31738|ZDB-GENE-081104-298|-081104-298
sa31739|ZDB-GENE-081104-517|-081104-517
sa31741|ZDB-GENE-081104-515|-081104-515
sa31742|ZDB-GENE-030616-413|-030616-413
sa31743|ZDB-GENE-030616-413|-030616-413
sa31744|ZDB-GENE-030616-413|-030616-413
sa31745|ZDB-GENE-030113-2|-030113-2
sa31746|ZDB-GENE-030113-2|-030113-2
sa31747|ZDB-GENE-030113-2|-030113-2
sa31749|ZDB-GENE-031010-34|-031010-34
sa31753|ZDB-GENE-110411-31|-110411-31
sa31754|ZDB-GENE-081104-119|-081104-119
sa31758|ZDB-GENE-061103-253|-061103-253
sa31759|ZDB-GENE-990415-20|-990415-20
sa31760|ZDB-GENE-030131-494|-030131-494
sa31761|ZDB-GENE-030131-5717|-030131-5717
sa31764|ZDB-GENE-031002-48|-031002-48
sa31766|ZDB-GENE-030131-9787|-030131-9787
sa31769|ZDB-GENE-091117-27|-091117-27
sa31770|ZDB-GENE-061103-403|-061103-403
sa31771|ZDB-GENE-040625-53|-040625-53
sa31772|ZDB-GENE-090112-4|-090112-4
sa31773|ZDB-GENE-040426-1524|-040426-1524
sa31775|ZDB-GENE-030131-260|-030131-260
sa31776|ZDB-GENE-050417-338|-050417-338
sa31778|ZDB-GENE-091116-12|-091116-12
sa31780|ZDB-GENE-041118-16|-041118-16
sa31782|ZDB-GENE-050208-41|-050208-41
sa31783|ZDB-GENE-020814-2|-020814-2
sa31784|ZDB-GENE-050522-148|-050522-148
sa31785|ZDB-GENE-030131-2299|-030131-2299
sa31786|ZDB-GENE-040426-761|-040426-761
sa31788|ZDB-GENE-080402-1|-080402-1
sa31789|ZDB-GENE-080215-5|-080215-5
sa31790|ZDB-GENE-050522-119|-050522-119
sa31791|ZDB-GENE-060929-248|-060929-248
sa31792|ZDB-GENE-030131-6070|-030131-6070
sa31796|ZDB-GENE-050417-457|-050417-457
sa31797|ZDB-GENE-091118-87|-091118-87
sa31798|ZDB-GENE-060413-4|-060413-4
sa31800|ZDB-GENE-060818-2|-060818-2
sa31801|ZDB-GENE-091204-21|-091204-21
sa31802|ZDB-GENE-040426-1551|-040426-1551
sa31804|ZDB-GENE-031030-9|-031030-9
sa31806|ZDB-GENE-980526-253|-980526-253
sa31807|ZDB-GENE-040702-2|-040702-2
sa31813|ZDB-GENE-040426-1392|-040426-1392
sa31815|ZDB-GENE-991019-2|-991019-2
sa31818|ZDB-GENE-991207-22|-991207-22
sa31823|ZDB-GENE-050913-126|-050913-126
sa31824|ZDB-GENE-030616-525|-030616-525
sa31825|ZDB-GENE-101207-1|-101207-1
sa31826|ZDB-GENE-080229-6|-080229-6
sa31828|ZDB-GENE-030131-5379|-030131-5379
sa31830|ZDB-GENE-100914-2|-100914-2
sa31833|ZDB-GENE-030131-6318|-030131-6318
sa31835|ZDB-GENE-080613-3|-080613-3
sa31843|ZDB-GENE-081015-3|-081015-3
sa31846|ZDB-GENE-070112-502|-070112-502
sa31853|ZDB-GENE-051201-2|-051201-2
sa31854|ZDB-GENE-050411-55|-050411-55
sa31858|ZDB-GENE-030131-6378|-030131-6378
sa31859|ZDB-GENE-030131-9771|-030131-9771
sa31860|ZDB-GENE-980526-284|-980526-284
sa31863|ZDB-GENE-070209-23|-070209-23
sa31864|ZDB-GENE-040818-1|-040818-1
sa31865|ZDB-GENE-121214-95|-121214-95
sa31866|ZDB-GENE-081104-257|-081104-257
sa31867|ZDB-GENE-081222-2|-081222-2
sa31871|ZDB-GENE-040426-888|-040426-888
sa31872|ZDB-GENE-040426-1921|-040426-1921
sa31873|ZDB-GENE-100318-4|-100318-4
sa31875|ZDB-GENE-090706-4|-090706-4
sa31876|ZDB-GENE-040426-2932|-040426-2932
sa31878|ZDB-GENE-060825-7|-060825-7
sa31879|ZDB-GENE-081022-180|-081022-180
sa31880|ZDB-GENE-120319-2|-120319-2
sa31881|ZDB-GENE-130603-101|-130603-101
sa31882|ZDB-GENE-010226-3|-010226-3
sa31883|ZDB-GENE-030131-8092|-030131-8092
sa31884|ZDB-GENE-130603-54|-130603-54
sa31885|ZDB-GENE-030131-4721|-030131-4721
sa31886|ZDB-GENE-040426-2547|-040426-2547
sa31887|ZDB-GENE-030131-9877|-030131-9877
sa31889|ZDB-GENE-030131-4487|-030131-4487
sa31890|ZDB-GENE-050913-146|-050913-146
sa31892|ZDB-GENE-100716-3|-100716-3
sa31893|ZDB-GENE-030131-8203|-030131-8203
sa31896|ZDB-GENE-050208-103|-050208-103
sa31897|ZDB-GENE-050417-430|-050417-430
sa31900|ZDB-GENE-081107-14|-081107-14
sa31902|ZDB-GENE-081028-48|-081028-48
sa31903|ZDB-GENE-070410-22|-070410-22
sa31904|ZDB-GENE-060421-6122|-060421-6122
sa31906|ZDB-GENE-081028-47|-081028-47
sa31908|ZDB-GENE-051023-1|-051023-1
sa31912|ZDB-GENE-090313-64|-090313-64
sa31915|ZDB-GENE-980526-304|-980526-304
sa31917|ZDB-GENE-040219-9|-040219-9
sa31918|ZDB-GENE-040219-9|-040219-9
sa31920|ZDB-GENE-090313-53|-090313-53
sa31921|ZDB-GENE-090313-217|-090313-217
sa31922|ZDB-GENE-050320-59|-050320-59
sa31926|ZDB-GENE-070117-1989|-070117-1989
sa31928|ZDB-GENE-090312-24|-090312-24
sa31930|ZDB-GENE-030131-7145|-030131-7145
sa31932|ZDB-GENE-040426-1495|-040426-1495
sa31936|ZDB-GENE-030826-19|-030826-19
sa31937|ZDB-GENE-050417-375|-050417-375
sa31938|ZDB-GENE-040426-2747|-040426-2747
sa31939|ZDB-GENE-991102-15|-991102-15
sa31940|ZDB-GENE-040426-1282|-040426-1282
sa31941|ZDB-GENE-090313-200|-090313-200
sa31942|ZDB-GENE-041010-54|-041010-54
sa31943|ZDB-GENE-041010-54|-041010-54
sa31944|ZDB-GENE-081113-6|-081113-6
sa31945|ZDB-GENE-081113-5|-081113-5
sa31946|ZDB-GENE-050810-1|-050810-1
sa31947|ZDB-GENE-060929-808|-060929-808
sa31949|ZDB-GENE-040808-34|-040808-34
sa31950|ZDB-GENE-030131-6497|-030131-6497
sa31951|ZDB-GENE-040912-28|-040912-28
sa31956|ZDB-GENE-090319-1|-090319-1
sa31958|ZDB-GENE-021025-1|-021025-1
sa31959|ZDB-GENE-040426-1600|-040426-1600
sa31961|ZDB-GENE-040513-7|-040513-7
sa31962|ZDB-GENE-060929-716|-060929-716
sa31964|ZDB-GENE-070112-1012|-070112-1012
sa31965|ZDB-GENE-030131-4027|-030131-4027
sa31971|ZDB-GENE-031205-1|-031205-1
sa31972|ZDB-GENE-080204-119|-080204-119
sa31974|ZDB-GENE-030131-3667|-030131-3667
sa31975|ZDB-GENE-050809-19|-050809-19
sa31979|ZDB-GENE-050522-102|-050522-102
sa31981|ZDB-GENE-040426-1588|-040426-1588
sa31982|ZDB-GENE-040426-1588|-040426-1588
sa31983|ZDB-GENE-050417-475|-050417-475
sa31984|ZDB-GENE-031118-9|-031118-9
sa31985|ZDB-GENE-030131-6327|-030131-6327
sa31986|ZDB-GENE-111031-1|-111031-1
sa31993|ZDB-GENE-040426-2897|-040426-2897
sa31995|ZDB-GENE-030616-73|-030616-73
sa31996|ZDB-GENE-071004-8|-071004-8
sa31999|ZDB-GENE-030131-1187|-030131-1187
sa32000|ZDB-GENE-070928-7|-070928-7
sa32001|ZDB-GENE-070928-7|-070928-7
sa32005|ZDB-GENE-030707-3|-030707-3
sa32006|ZDB-GENE-061212-1|-061212-1
sa32007|ZDB-GENE-081028-64|-081028-64
sa32008|ZDB-GENE-130530-713|-130530-713
sa32009|ZDB-GENE-030131-5584|-030131-5584
sa32011|ZDB-GENE-131127-598|-131127-598
sa32012|ZDB-GENE-060312-18|-060312-18
sa32013|ZDB-GENE-041111-120|-041111-120
sa32014|ZDB-GENE-120516-2|-120516-2
sa32016|ZDB-GENE-070920-1|-070920-1
sa32017|ZDB-GENE-061103-631|-061103-631
sa32018|ZDB-GENE-110601-1|-110601-1
sa32020|ZDB-GENE-041008-77|-041008-77
sa32021|ZDB-GENE-131126-1|-131126-1
sa32022|ZDB-GENE-131121-462|-131121-462
sa32023|ZDB-GENE-060503-104|-060503-104
sa32024|ZDB-GENE-050227-12|-050227-12
sa32025|ZDB-GENE-030131-8733|-030131-8733
sa32027|ZDB-GENE-090916-1|-090916-1
sa32029|ZDB-GENE-131118-9|-131118-9
sa32032|ZDB-GENE-110411-146|-110411-146
sa32033|ZDB-GENE-030219-213|-030219-213
sa32037|ZDB-GENE-050417-411|-050417-411
sa32038|ZDB-GENE-040426-1012|-040426-1012
sa32041|ZDB-GENE-040723-8|-040723-8
sa32045|ZDB-GENE-131127-278|-131127-278
sa32047|ZDB-GENE-000329-16|-000329-16
sa32048|ZDB-GENE-000329-15|-000329-15
sa32049|ZDB-GENE-070806-51|-070806-51
sa32050|ZDB-GENE-060510-3|-060510-3
sa32051|ZDB-GENE-120329-1|-120329-1
sa32052|ZDB-GENE-010501-5|-010501-5
sa32057|ZDB-GENE-051102-1|-051102-1
sa32058|ZDB-GENE-040718-284|-040718-284
sa32059|ZDB-GENE-131121-575|-131121-575
sa32060|ZDB-GENE-131122-82|-131122-82
sa32062|ZDB-GENE-050420-181|-050420-181
sa32063|ZDB-GENE-041024-4|-041024-4
sa32064|ZDB-GENE-040426-1480|-040426-1480
sa32066|ZDB-GENE-070410-122|-070410-122
sa32068|ZDB-GENE-030131-3904|-030131-3904
sa32070|ZDB-GENE-070928-3|-070928-3
sa32075|ZDB-GENE-100921-73|-100921-73
sa32081|ZDB-GENE-100922-12|-100922-12
sa32082|ZDB-GENE-100922-12|-100922-12
sa32083|ZDB-GENE-100921-11|-100921-11
sa32084|ZDB-GENE-061215-2|-061215-2
sa32086|ZDB-GENE-061013-224|-061013-224
sa32087|ZDB-GENE-061103-184|-061103-184
sa32088|ZDB-GENE-100921-78|-100921-78
sa32089|ZDB-GENE-060929-620|-060929-620
sa32090|ZDB-GENE-061013-1|-061013-1
sa32091|ZDB-GENE-030910-3|-030910-3
sa32095|ZDB-GENE-070809-4|-070809-4
sa32096|ZDB-GENE-041008-158|-041008-158
sa32097|ZDB-GENE-071119-2|-071119-2
sa32100|ZDB-GENE-100922-19|-100922-19
sa32103|ZDB-GENE-030131-3827|-030131-3827
sa32105|ZDB-GENE-100922-110|-100922-110
sa32107|ZDB-GENE-030131-1998|-030131-1998
sa32108|ZDB-GENE-060503-688|-060503-688
sa32109|ZDB-GENE-980526-118|-980526-118
sa32112|ZDB-GENE-090901-1|-090901-1
sa32117|ZDB-GENE-050913-86|-050913-86
sa32118|ZDB-GENE-110310-3|-110310-3
sa32119|ZDB-GENE-071218-4|-071218-4
sa32120|ZDB-GENE-071218-4|-071218-4
sa32123|ZDB-GENE-010130-2|-010130-2
sa32124|ZDB-GENE-010130-2|-010130-2
sa32125|ZDB-GENE-041111-230|-041111-230
sa32127|ZDB-GENE-030131-6105|-030131-6105
sa32128|ZDB-GENE-131121-579|-131121-579
sa32129|ZDB-GENE-070521-2|-070521-2
sa32130|ZDB-GENE-980526-392|-980526-392
sa32131|ZDB-GENE-060810-68|-060810-68
sa32132|ZDB-GENE-060810-68|-060810-68
sa32133|ZDB-GENE-100618-4|-100618-4
sa32134|ZDB-GENE-040718-382|-040718-382
sa32135|ZDB-GENE-131127-116|-131127-116
sa32136|ZDB-GENE-131127-116|-131127-116
sa32137|ZDB-GENE-040426-1312|-040426-1312
sa32140|ZDB-GENE-050616-10|-050616-10
sa32141|ZDB-GENE-040822-3|-040822-3
sa32142|ZDB-GENE-070206-9|-070206-9
sa32143|ZDB-GENE-980528-2060|-980528-2060
sa32144|ZDB-GENE-040718-276|-040718-276
sa32145|ZDB-GENE-131121-455|-131121-455
sa32146|ZDB-GENE-030131-1295|-030131-1295
sa32147|ZDB-GENE-030131-1295|-030131-1295
sa32152|ZDB-GENE-030131-168|-030131-168
sa32153|ZDB-GENE-060929-612|-060929-612
sa32154|ZDB-GENE-111117-3|-111117-3
sa32155|ZDB-GENE-030616-405|-030616-405
sa32156|ZDB-GENE-030821-2|-030821-2
sa32157|ZDB-GENE-050309-102|-050309-102
sa32158|ZDB-GENE-050309-102|-050309-102
sa32159|ZDB-GENE-050309-102|-050309-102
sa32161|ZDB-GENE-081022-178|-081022-178
sa32163|ZDB-GENE-131121-397|-131121-397
sa32165|ZDB-GENE-100412-1|-100412-1
sa32166|ZDB-GENE-131121-13|-131121-13
sa32167|ZDB-GENE-111111-11|-111111-11
sa32168|ZDB-GENE-000906-1|-000906-1
sa32170|ZDB-GENE-061103-208|-061103-208
sa32172|ZDB-GENE-030723-6|-030723-6
sa32174|ZDB-GENE-030408-4|-030408-4
sa32175|ZDB-GENE-030131-3104|-030131-3104
sa32176|ZDB-GENE-131125-9|-131125-9
sa32182|ZDB-GENE-050522-256|-050522-256
sa32185|ZDB-GENE-030131-8615|-030131-8615
sa32186|ZDB-GENE-040426-1251|-040426-1251
sa32190|ZDB-GENE-050420-284|-050420-284
sa32194|ZDB-GENE-050419-145|-050419-145
sa32197|ZDB-GENE-060503-164|-060503-164
sa32198|ZDB-GENE-040625-71|-040625-71
sa32199|ZDB-GENE-061026-2|-061026-2
sa32201|ZDB-GENE-991019-4|-991019-4
sa32202|ZDB-GENE-030131-6202|-030131-6202
sa32203|ZDB-GENE-050419-80|-050419-80
sa32205|ZDB-GENE-050419-219|-050419-219
sa32206|ZDB-GENE-030131-4909|-030131-4909
sa32207|ZDB-GENE-070112-892|-070112-892
sa32209|ZDB-GENE-070705-31|-070705-31
sa32210|ZDB-GENE-040808-52|-040808-52
sa32211|ZDB-GENE-030131-9569|-030131-9569
sa32212|ZDB-GENE-040718-219|-040718-219
sa32213|ZDB-GENE-060503-264|-060503-264
sa32217|ZDB-GENE-040426-1997|-040426-1997
sa32218|ZDB-GENE-050517-17|-050517-17
sa32219|ZDB-GENE-050417-448|-050417-448
sa32221|ZDB-GENE-030131-5790|-030131-5790
sa32224|ZDB-GENE-060503-370|-060503-370
sa32226|ZDB-GENE-001228-1|-001228-1
sa32229|ZDB-GENE-030131-898|-030131-898
sa32231|ZDB-GENE-060503-244|-060503-244
sa32232|ZDB-GENE-060503-466|-060503-466
sa32233|ZDB-GENE-030131-6641|-030131-6641
sa32235|ZDB-GENE-040718-390|-040718-390
sa32236|ZDB-GENE-040426-1831|-040426-1831
sa32238|ZDB-GENE-040720-1|-040720-1
sa32240|ZDB-GENE-060503-179|-060503-179
sa32241|ZDB-GENE-050809-44|-050809-44
sa32242|ZDB-GENE-060503-204|-060503-204
sa32243|ZDB-GENE-060503-475|-060503-475
sa32244|ZDB-GENE-120215-27|-120215-27
sa32245|ZDB-GENE-060503-27|-060503-27
sa32246|ZDB-GENE-060503-310|-060503-310
sa32247|ZDB-GENE-030131-2900|-030131-2900
sa32252|ZDB-GENE-060503-374|-060503-374
sa32253|ZDB-GENE-060503-672|-060503-672
sa32254|ZDB-GENE-060503-672|-060503-672
sa32255|ZDB-GENE-060503-41|-060503-41
sa32256|ZDB-GENE-060503-420|-060503-420
sa32259|ZDB-GENE-060503-666|-060503-666
sa32261|ZDB-GENE-030131-6729|-030131-6729
sa32263|ZDB-GENE-040426-1758|-040426-1758
sa32265|ZDB-GENE-040724-213|-040724-213
sa32266|ZDB-GENE-041001-86|-041001-86
sa32269|ZDB-GENE-030827-3|-030827-3
sa32270|ZDB-GENE-050302-55|-050302-55
sa32272|ZDB-GENE-040618-4|-040618-4
sa32276|ZDB-GENE-041010-43|-041010-43
sa32277|ZDB-GENE-040721-3|-040721-3
sa32278|ZDB-GENE-070705-267|-070705-267
sa32279|ZDB-GENE-021220-6|-021220-6
sa32280|ZDB-GENE-040724-76|-040724-76
sa32282|ZDB-GENE-091204-215|-091204-215
sa32283|ZDB-GENE-990415-171|-990415-171
sa32284|ZDB-GENE-040724-152|-040724-152
sa32285|ZDB-GENE-041210-301|-041210-301
sa32286|ZDB-GENE-091204-67|-091204-67
sa32289|ZDB-GENE-030826-8|-030826-8
sa32290|ZDB-GENE-030826-8|-030826-8
sa32291|ZDB-GENE-030131-8246|-030131-8246
sa32292|ZDB-GENE-030131-4172|-030131-4172
sa32293|ZDB-GENE-030131-4172|-030131-4172
sa32294|ZDB-GENE-041001-148|-041001-148
sa32297|ZDB-GENE-040718-2|-040718-2
sa32300|ZDB-GENE-030131-5990|-030131-5990
sa32302|ZDB-GENE-041014-367|-041014-367
sa32304|ZDB-GENE-041014-332|-041014-332
sa32305|ZDB-GENE-030131-6410|-030131-6410
sa32307|ZDB-GENE-041014-322|-041014-322
sa32308|ZDB-GENE-030131-1518|-030131-1518
sa32309|ZDB-GENE-041001-208|-041001-208
sa32312|ZDB-GENE-050320-105|-050320-105
sa32313|ZDB-GENE-991105-4|-991105-4
sa32314|ZDB-GENE-041014-214|-041014-214
sa32315|ZDB-GENE-040629-4|-040629-4
sa32317|ZDB-GENE-081031-49|-081031-49
sa32318|ZDB-GENE-120215-116|-120215-116
sa32319|ZDB-GENE-041014-270|-041014-270
sa32320|ZDB-GENE-030616-419|-030616-419
sa32323|ZDB-GENE-081104-192|-081104-192
sa32325|ZDB-GENE-040912-53|-040912-53
sa32326|ZDB-GENE-070402-1|-070402-1
sa32327|ZDB-GENE-040426-1001|-040426-1001
sa32328|ZDB-GENE-030131-6392|-030131-6392
sa32332|ZDB-GENE-040801-196|-040801-196
sa32334|ZDB-GENE-060612-1|-060612-1
sa32335|ZDB-GENE-091204-164|-091204-164
sa32336|ZDB-GENE-041010-11|-041010-11
sa32339|ZDB-GENE-090514-4|-090514-4
sa32340|ZDB-GENE-091204-257|-091204-257
sa32341|ZDB-GENE-041111-161|-041111-161
sa32343|ZDB-GENE-071220-1|-071220-1
sa32344|ZDB-GENE-091110-4|-091110-4
sa32345|ZDB-GENE-030131-7197|-030131-7197
sa32346|ZDB-GENE-050417-298|-050417-298
sa32347|ZDB-GENE-080220-36|-080220-36
sa32348|ZDB-GENE-071012-5|-071012-5
sa32349|ZDB-GENE-091112-15|-091112-15
sa32350|ZDB-GENE-061103-613|-061103-613
sa32351|ZDB-GENE-070206-5|-070206-5
sa32353|ZDB-GENE-030131-5264|-030131-5264
sa32354|ZDB-GENE-050327-48|-050327-48
sa32356|ZDB-GENE-080204-118|-080204-118
sa32357|ZDB-GENE-070806-9|-070806-9
sa32362|ZDB-GENE-030131-3586|-030131-3586
sa32366|ZDB-GENE-060503-152|-060503-152
sa32369|ZDB-GENE-040426-1884|-040426-1884
sa32372|ZDB-GENE-030131-1835|-030131-1835
sa32373|ZDB-GENE-050208-711|-050208-711
sa32374|ZDB-GENE-050208-711|-050208-711
sa32377|ZDB-GENE-050208-568|-050208-568
sa32378|ZDB-GENE-050208-648|-050208-648
sa32380|ZDB-GENE-050208-393|-050208-393
sa32383|ZDB-GENE-020503-4|-020503-4
sa32385|ZDB-GENE-050223-4|-050223-4
sa32386|ZDB-GENE-030131-6259|-030131-6259
sa32387|ZDB-GENE-030131-183|-030131-183
sa32388|ZDB-GENE-030131-183|-030131-183
sa32390|ZDB-GENE-050922-1|-050922-1
sa32391|ZDB-GENE-070705-209|-070705-209
sa32393|ZDB-GENE-030131-698|-030131-698
sa32394|ZDB-GENE-050208-381|-050208-381
sa32399|ZDB-GENE-050208-348|-050208-348
sa32400|ZDB-GENE-050208-666|-050208-666
sa32401|ZDB-GENE-001201-2|-001201-2
sa32402|ZDB-GENE-030429-36|-030429-36
sa32403|ZDB-GENE-030131-3063|-030131-3063
sa32405|ZDB-GENE-050208-439|-050208-439
sa32407|ZDB-GENE-030131-6041|-030131-6041
sa32408|ZDB-GENE-041124-1|-041124-1
sa32409|ZDB-GENE-030131-9847|-030131-9847
sa32411|ZDB-GENE-070705-172|-070705-172
sa32413|ZDB-GENE-040426-810|-040426-810
sa32414|ZDB-GENE-081022-57|-081022-57
sa32415|ZDB-GENE-070626-2|-070626-2
sa32417|ZDB-GENE-050626-142|-050626-142
sa32419|ZDB-GENE-041114-149|-041114-149
sa32421|ZDB-GENE-100922-245|-100922-245
sa32422|ZDB-GENE-030131-2291|-030131-2291
sa32423|ZDB-GENE-040426-2824|-040426-2824
sa32424|ZDB-GENE-000626-1|-000626-1
sa32425|ZDB-GENE-050302-63|-050302-63
sa32427|ZDB-GENE-090312-57|-090312-57
sa32430|ZDB-GENE-040426-57|-040426-57
sa32433|ZDB-GENE-090312-60|-090312-60
sa32434|ZDB-GENE-030131-775|-030131-775
sa32436|ZDB-GENE-070112-1702|-070112-1702
sa32437|ZDB-GENE-030327-5|-030327-5
sa32441|ZDB-GENE-000607-75|-000607-75
sa32444|ZDB-GENE-090312-48|-090312-48
sa32445|ZDB-GENE-040801-41|-040801-41
sa32446|ZDB-GENE-090313-196|-090313-196
sa32447|ZDB-GENE-060223-2|-060223-2
sa32448|ZDB-GENE-990415-10|-990415-10
sa32449|ZDB-GENE-090506-9|-090506-9
sa32451|ZDB-GENE-091116-9|-091116-9
sa32452|ZDB-GENE-091204-323|-091204-323
sa32453|ZDB-GENE-020529-2|-020529-2
sa32454|ZDB-GENE-050208-261|-050208-261
sa32455|ZDB-GENE-050208-261|-050208-261
sa32456|ZDB-GENE-991110-14|-991110-14
sa32457|ZDB-GENE-991110-14|-991110-14
sa32460|ZDB-GENE-980526-531|-980526-531
sa32461|ZDB-GENE-980526-532|-980526-532
sa32464|ZDB-GENE-020103-1|-020103-1
sa32465|ZDB-GENE-080220-5|-080220-5
sa32467|ZDB-GENE-090313-319|-090313-319
sa32468|ZDB-GENE-040426-1728|-040426-1728
sa32470|ZDB-GENE-121214-44|-121214-44
sa32474|ZDB-GENE-041026-4|-041026-4
sa32477|ZDB-GENE-091116-98|-091116-98
sa32479|ZDB-GENE-031112-11|-031112-11
sa32480|ZDB-GENE-090612-2|-090612-2
sa32481|ZDB-GENE-090609-5|-090609-5
sa32485|ZDB-GENE-070928-11|-070928-11
sa32488|ZDB-GENE-061220-1|-061220-1
sa32490|ZDB-GENE-030131-5378|-030131-5378
sa32491|ZDB-GENE-070209-167|-070209-167
sa32493|ZDB-GENE-050410-6|-050410-6
sa32495|ZDB-GENE-091204-119|-091204-119
sa32497|ZDB-GENE-050320-14|-050320-14
sa32498|ZDB-GENE-060503-880|-060503-880
sa32499|ZDB-GENE-070424-95|-070424-95
sa32500|ZDB-GENE-131126-31|-131126-31
sa32504|ZDB-GENE-041114-147|-041114-147
sa32505|ZDB-GENE-040426-738|-040426-738
sa32508|ZDB-GENE-081006-1|-081006-1
sa32509|ZDB-GENE-061221-3|-061221-3
sa32511|ZDB-GENE-040426-1851|-040426-1851
sa32512|ZDB-GENE-101027-1|-101027-1
sa32519|ZDB-GENE-040927-18|-040927-18
sa32521|ZDB-GENE-061013-169|-061013-169
sa32522|ZDB-GENE-131121-469|-131121-469
sa32525|ZDB-GENE-080723-30|-080723-30
sa32526|ZDB-GENE-031118-54|-031118-54
sa32527|ZDB-GENE-040910-2|-040910-2
sa32528|ZDB-GENE-030721-8|-030721-8
sa32529|ZDB-GENE-050522-63|-050522-63
sa32531|ZDB-GENE-061103-493|-061103-493
sa32532|ZDB-GENE-120703-34|-120703-34
sa32536|ZDB-GENE-030620-1|-030620-1
sa32538|ZDB-GENE-031222-3|-031222-3
sa32541|ZDB-GENE-030131-5628|-030131-5628
sa32542|ZDB-GENE-131119-44|-131119-44
sa32543|ZDB-GENE-060929-1274|-060929-1274
sa32545|ZDB-GENE-020228-3|-020228-3
sa32547|ZDB-GENE-040426-858|-040426-858
sa32548|ZDB-GENE-030131-6322|-030131-6322
sa32550|ZDB-GENE-070112-1892|-070112-1892
sa32552|ZDB-GENE-040426-1299|-040426-1299
sa32553|ZDB-GENE-061013-393|-061013-393
sa32557|ZDB-GENE-040426-2362|-040426-2362
sa32533|ZDB-GENE-101011-1|-101011-1
